record_id,Count (classes),Count (horses),trainer,trainers,source,horse,horses,Count (entries),rider_display,rec_id,entries,rider,entry_go_times,wec-alerts,class_oog,class_oog copy,class_results,cwf
recJtLdnd1Pye7RNU,0,1,Matt Martin,"[""recRnYU8EgCMCN4Tl""]",class_oog,Maui,"[""rec66pBaptxrt8yyo""]",1,Autumn,recJtLdnd1Pye7RNU,"[""recjtOwq4yyhryhyx""]",Autumn Farr,,,,,,
recJuaov51EBccleb,0,1,Brooke Eddy,"[""reclpyjsxImYb6Ul2""]",class_oog,Harbor Boy,"[""rectI6Ru9zyzGnrBA""]",1,Fallon,recJuaov51EBccleb,"[""recZrqsPurBAf5Ep8""]",Fallon Badini,,,,,,
recK2pLt58HPpPYET,0,2,Luis Sabino Goncalves,"[""recq1xhVivniA66Lf""]",class_oog,Gallaxia De Ferval Z,"[""recbbAtpQTgBh68BZ"",""recGy4GdtMrhhnRS7""]",2,Luis,recK2pLt58HPpPYET,"[""reczlljtaMXYqXbdn"",""recFjNjYx9SKPOSZJ""]",Luis Sabino Goncalves,,,,,,
recK4EsxpaJjX3LUB,0,1,Rob Billings,"[""recHNjiHOpvxP5N0r""]",class_oog,Watchusayin,"[""recL7BjnccTJbLaxF""]",1,Grayson,recK4EsxpaJjX3LUB,"[""recQoysjcAG0qyHVc""]",Grayson Moore,,,,,,
recK9lW7nTdieDMhe,0,3,Terrie E. Shibley,"[""recMFDhEMIxKX7fmX""]",class_oog,Falling Moon Front Page,"[""recqbHFrX0MGeuH0r"",""rectGKMVKkrswklor"",""recajodZkqNU0xqhE""]",3,Kennedy,recK9lW7nTdieDMhe,"[""recnfn1gtJVCOdwYl"",""rec4V1tpPt3wiEnbN"",""recfNXRYXeRBEUVb8""]",Kennedy Kluber,,,,,,
recKMctgmVmyqxECd,0,1,Spencer Brittan,"[""recqByBk0EpjI9rLn""]",class_oog,Fc Sensational,"[""reczPLJAzsLXLKSjW""]",0,Tricia,recKMctgmVmyqxECd,,Tricia Sales,,,,,,
recKRoIduTxw8DsFS,0,1,Dawn Hersey,"[""recXocXm551bESpPa""]",class_oog,Color Coded,"[""recpaaXDYDSgW6K5R""]",1,Addison,recKRoIduTxw8DsFS,"[""recjP93mSGRLQnDjS""]",Addison Fulbright,,,,,,
recKSFffAB38A7Qc7,0,1,Andras Szieberth,"[""recIKurBKhyE9TxmA""]",class_oog,Nadia I,"[""rec4YooWMtcVpmXQF""]",1,Andras,recKSFffAB38A7Qc7,"[""recTqHtUA7a1azoGY""]",Andras Szieberth,,,,,,
recKTcsZ4zpTvlcB3,0,1,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Benjamin,"[""rec0AjlSw7pupQDJX""]",1,Maria,recKTcsZ4zpTvlcB3,"[""recdPMOFigX7AuBXi""]",Maria Ospina,,,,,,
recKUZuBFUuIJfYe1,0,1,Terry L. Brown,"[""rec66J2Ps6QIW80Eq""]",class_oog,Sunkist,"[""rec9Cq92rysrUPw7F""]",1,Holly,recKUZuBFUuIJfYe1,"[""recWPdGVFI6Qz09or""]",Holly K. Sims,,,,,,
recKaccadK6FZieQl,0,1,No Trainer,"[""rectmuBKijy6rE4R4""]",class_oog,DRAG BREAK,"[""recusXD270CSY7aC5""]",1,DRAG,recKaccadK6FZieQl,"[""recyGmCLlAYOqFFts""]",DRAG BREAK,,,,,,
recKcvl4bqHepAxuo,0,3,Candice King,"[""rec1sLb3hI5Aty4bi""]",class_oog,Tillman,"[""recLAN1YCprctnFUq"",""recQIpMbWzNoucRll"",""recwxnbZ53dpZdeAP""]",3,Aidan,recKcvl4bqHepAxuo,"[""recFa588ULfAZelY7"",""recFIucAwqNnrCEri"",""recHs8RP528qvk0N3""]",Aidan Murphy,,,,,,
recKdlBZESMpynqTs,0,2,Gianni Gabrielli,"[""recBAzsT29cV74CnZ""]",class_oog,Piebra Filibustero,"[""recfoL7MUlqgZMTqp"",""rec40MfXy8dtCqIYP""]",2,Asuni,recKdlBZESMpynqTs,"[""recov2ReRhLrvfSbg"",""recQvWDwga9UpZqB7""]",Asuni Zamudio,,,,,,
recKe0fEOC2617vU1,0,1,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Salute To You,"[""recDpMqmThlCwQMi7""]",1,Daniela,recKe0fEOC2617vU1,"[""rec3wby7DWIiWanEq""]",Daniela Pulgar,,,,,,
recKyS0g5eEgkhboQ,0,6,Jake Evans,"[""recSXiCPwDmQ76cuQ""]",class_oog,Clever,"[""recoHea1TIdEOozjS"",""recBAxAXHSLDqprSX"",""recStBpcwE6PFz5vb"",""recVhURLvVIqTQBtg"",""recizkDiAx9XHbQsW"",""recxrIuScJmdsHpEp""]",7,Jake,recKyS0g5eEgkhboQ,"[""rec9JhcjVE6MzwKwQ"",""rec9YY2VQtUbQheE9"",""rec9HeW9WlmtzBC08"",""recOpmNMHcQpdCtC9"",""recE62RogZyu0j9w7"",""reckBvzRGUzmn0bFq"",""rec43Xr9hCD3oLh2g""]",Jake Evans,,,,,,
recL4jSskbkJn8L05,0,1,Jad Dana,"[""recy1KamRqc4HFmiB""]",class_oog,Diamant,"[""rec8q7MNwQWvp6Ojs""]",1,Jad,recL4jSskbkJn8L05,"[""recpvSgkX3GgNA6SU""]",Jad Dana,,,,,,
recL4pj1n339zhgHs,0,1,Jennifer Strickland,"[""rechnMyqDMI94XcqU""]",class_oog,Milas D,"[""rec4nUa5OPixUm7uS""]",1,Jennifer,recL4pj1n339zhgHs,"[""rec5zBhR4G8UOqWRu""]",Jennifer Strickland,,,,,,
recL7ukkyjSp9ZHvs,0,1,Michael J. Mccormick,"[""recNsOB5RbtRbnQ37""]",class_oog,Mtm Bubba,"[""recQokOYTH4zuZbGa""]",0,Ellham,recL7ukkyjSp9ZHvs,,Ellham Memari,,,,,,
recLDDDVjl8UWm6VT,0,1,Megan Gardiner,"[""recfC6qStEmrNdY3c""]",class_oog,Castell 21,"[""recDtVYDKNlqH6xXc""]",1,Amanda,recLDDDVjl8UWm6VT,"[""recbcJelLtShLACB0""]",Amanda Gardiner,,,,,,
recLEG9lIoQdlLyaD,0,1,Erica Robson,"[""recMir2WcmMLTzpZq""]",class_oog,Colombiana,"[""recaGTpYnV7oeIHSa""]",2,Erica,recLEG9lIoQdlLyaD,"[""rec0oUzAUaAoWaLAO"",""rec3wfvjfMjQ9sCII""]",Erica Robson,,,,,,
recLFMHh1Qpy7gpgf,0,8,Dana G. Waters,"[""recC9TviwdEjxgABW""]",class_oog,Nitemoves,"[""recqlOr6InLW8OcZ6"",""recCblCmvEDw4fjhb"",""recmjXLoV7VZKpqoy"",""recoEy9hoaDtJjoNI"",""recAalHFW2uRbLEYb"",""recJLYsUEr1clTzLC"",""recMgRUiYRSnoC7GQ"",""rec9JObwdwV4vJzDp""]",7,Hayley,recLFMHh1Qpy7gpgf,"[""reczr9z58mEkBGGdP"",""recg27Zq2bCUfGxQA"",""recojwrDJjepNrSne"",""recIYS51CTVPVlsjT"",""recccgm4LNfYTtd8R"",""recQUhxttilVTEAXi"",""reczNMRYgWOH2Hl6m""]",Hayley G. Waters Wear,,,,,,
recLNTfb8hDjb4veq,0,3,Spencer Brittan,"[""recqByBk0EpjI9rLn""]",class_oog,Itoulon B,"[""recs3K0F4W1MSdq2m"",""recvzeEenKar1B9iY"",""recufRVkrsknR48az""]",4,Spencer,recLNTfb8hDjb4veq,"[""recg1BskB6PGtMP8B"",""recg11DzLD3aVrPCu"",""recHb7nYCyxL0yEEM"",""rec7pZYSTNNmPkyu6""]",Spencer Brittan,,,,,,
recLP6sOdNoKo8Xxd,0,1,Kathryn Delaney,"[""recpwhIril531ls02""]",class_oog,Harley De Youguette,"[""recJhhRnyFYOTSoPm""]",1,Madelyn,recLP6sOdNoKo8Xxd,"[""recYt2bS3S9KPlmzG""]",Madelyn Stillwell,,,,,,
recLPd8U60MI5DjCy,0,1,Antonio J. Martinez,"[""recoIakTck18pHikM""]",class_oog,Lowie Van De Opstal,"[""rec7j8GzTIZj2s6FW""]",1,Zeynep,recLPd8U60MI5DjCy,"[""recFHbfpKiKSr9rgq""]",Zeynep Mira Ozyurt,,,,,,
recLSkao4RJ9VeamB,0,1,Kelsey Duffy,"[""recJe0LFDSWmZkYs4""]",class_oog,Wrenwood Blue Dream,"[""rechslNRnxcpCkLaB""]",1,Robert,recLSkao4RJ9VeamB,"[""rec66QuE2Mvd77FhV""]",Robert Duffy-Levendorf,,,,,,
recLfxbxgtscXLGFT,0,1,Erica Robson,"[""recMir2WcmMLTzpZq""]",class_oog,Quesera K Van't Kattenheye,"[""recSFpqdvfYwyxwMe""]",0,Sabrina,recLfxbxgtscXLGFT,,Sabrina Lefebvre,,,,,,
recLrKVLwt2RR3Tbg,0,3,Bruno Diniz Das Neves,"[""recQKeo6875JCjkvf""]",class_oog,Gucci Musterd,"[""rec8O71Kdp1X8FGdo"",""recMqlWtQtBhqCq9V"",""recQ9v9I7Se6al4gm""]",3,Bruno,recLrKVLwt2RR3Tbg,"[""recfjVuC8K6N1bqm5"",""reckuCuNfbtfkMAfs"",""recIzCje3rUoRNWcW""]",Bruno Diniz Das Neves,,,,,,
recLyTrE6tVxN0uIu,0,8,Michael J. Mccormick,"[""recNsOB5RbtRbnQ37""]",class_oog,Mtm Can Talk To Me,"[""recaBCOa1TSSNZP5p"",""recb0ilVV63XwPyRa"",""reccnTCxokueBKAKY"",""recphUf4GvG1kGKuU"",""recjskR0eEwN6Dk1x"",""reczBKqmMXql0CLrb"",""recezQK0HYupTVbac"",""recdaVcFLIUHI6kbc""]",9,Tracy,recLyTrE6tVxN0uIu,"[""reckz7DLuW7CZb0Wk"",""recE1MaNADKY9B2V1"",""recW4W2Sd7UGjIZJk"",""recvS4oaEuUxfdgB7"",""rec8P7VE4xrhSr8iw"",""receFL2jrZgtEi18s"",""recWnwuX7YEpOVN6X"",""recfceJucrzwxFkvk"",""recvHtEFJEg2EU4nO""]",Tracy Fenney,,,,,,
recLzzBYsHVDPuiDg,0,2,Marissa Creviston,"[""recUr6Fi772oNLJ5v""]",class_oog,Obora's Sandman,"[""recIBz7C8oVDQNAPH"",""recUQ7hl3dhqBAlIH""]",0,Anna,recLzzBYsHVDPuiDg,,Anna Weiss,,,,,,
recM7ioOHefDmEAqq,0,1,Heather Froehlich Cortell,"[""recYYSG3rW61gLanZ""]",class_oog,Delisa Gp,"[""recHgVNnMbV0sNKWs""]",1,Heather,recM7ioOHefDmEAqq,"[""recdeUfxo0vGgm3Pm""]",Heather Froehlich Cortell,,,,,,
recM7mIEX7KrsLZpU,0,1,Andres A. Correa,"[""recl4930Uvn00qNs0""]",class_oog,Enzo Ferrari,"[""recLj4UDBywdJC7LQ""]",1,Kayla,recM7mIEX7KrsLZpU,"[""recRzK78bR4xQ8ovU""]",Kayla Singh,,,,,,
recME2nnHHq3MGprb,0,2,Morgan Taylor,"[""rec0wCs5ZzmAW8kSL""]",class_oog,Taffy's Little Charade,"[""recaXaAKeiLL3ev6g"",""recNbuPv9GwtRbRRm""]",1,Skylyn,recME2nnHHq3MGprb,"[""recl7NGfdcTTxC02z""]",Skylyn Crisante,,,,,,
recMPbYmzweoEuQZw,0,1,Celso Ariani,"[""rec5Zl0N5TXr6Cc95""]",class_oog,Darc Vader,"[""recMON4SobKvvFQ31""]",1,Emily,recMPbYmzweoEuQZw,"[""recjfRtkOKKC94jcu""]",Emily Plante,,,,,,
recMU6VojE1ZcAXyd,0,1,Stefanie L. Collier,"[""recbqlRFLweeL4BNZ""]",class_oog,Bss Prince Charming,"[""recls6r9Pzr1y9Hiy""]",1,Sophia,recMU6VojE1ZcAXyd,"[""recusGpYIKh04LH18""]",Sophia Oosthuizen,,,,,,
recMVQ94M8BVWywgu,0,2,Ben Taylor,"[""recmTGLWfZLnyH6TK""]",class_oog,Elocia,"[""recSi1JQHq46yEy28"",""recdHtx1XyoqmixV6""]",1,Mya,recMVQ94M8BVWywgu,"[""recQtqCuhjUD3zjO6""]",Mya Carrico,,,,,,
recMaad2LIEbjro0b,0,1,Debra L. Ward,"[""recp8AfepuIJngrGM""]",class_oog,Lincom's Close Up,"[""rec0hrpr20STHePIT""]",1,Mason,recMaad2LIEbjro0b,"[""recrIYf0Es1HnC62P""]",Mason Maclean,,,,,,
recMifDCMUrKBbuO5,0,1,Jane C. Ehrhart,"[""rec5Ut33CL5koblpZ""]",class_oog,Madhappy,"[""receqd5Cup8r42Zwg""]",2,Jane,recMifDCMUrKBbuO5,"[""recX5qWot6Av0Z3oy"",""recJHYRElkwolfSEq""]",Jane C. Ehrhart,,,,,,
recMy5T1t0dArdrEM,0,1,Alison Jones,"[""reccPpBL4rQYdBMJP""]",class_oog,Worth The Wait,"[""rec0EAvO8EiKZz9wz""]",1,Kennedy,recMy5T1t0dArdrEM,"[""recpFHkXxPMFq5Tpp""]",Kennedy Morrison,,,,,,
recMzk8ShOgT6gTZr,0,1,Juan M. Bolanos,"[""reciQqSfWbMiP5zxf""]",class_oog,Double R Jacaranda,"[""recFYAs9mJQnTitDs""]",1,Carlota,recMzk8ShOgT6gTZr,"[""recuPBx5yKoynvNJL""]",Carlota Goyeneche,,,,,,
recN6EWy3cICz9L58,0,2,Derek Reed,"[""recnRRpu2nz5AuBj6""]",class_oog,Britney Ps,"[""recISQW0vjBNoLsAe"",""recjE2Ei5cPmJgQdl""]",2,Cullen,recN6EWy3cICz9L58,"[""reco3kmN6MpfNfLx2"",""recCK9Bbw2Ctvpst0""]",Cullen Drescher,,,,,,
recNBQyuhKbs4KSEm,0,1,Jacqueline Steffens Daly,"[""rec3YjZUNtuqDJ0nC""]",class_oog,Lady Roxy,"[""recKgbUJtVxZpLUkL""]",1,Suzanne,recNBQyuhKbs4KSEm,"[""recdkGK7Ky8tTodPI""]",Suzanne Burns,,,,,,
recNELjCoC4kZvtuz,3,0,,,,,,0,Marley,recNELjCoC4kZvtuz,,Marley Katz,"[""rec0cuVajPDQ8FXxo"",""recpySw0S30ZsSIy6""]","[""recdXyy9QLXuId9AA"",""recR2pQ9yBAPGXRMS""]","[""rec5gpU9xi1d3M44K"",""recYbtVgNNjBeT0ft"",""rec5UkekAG15mNrRw""]","[""reczHc2ZjXFmD9aar"",""recamBTUnFDjlgCaQ""]",,
recNZdF2y3UymF3hZ,0,5,Megan Wexler,"[""recbDjphoL8qMtSeW""]",class_oog,Ledoux,"[""recLy0joj26tclrr2"",""recKp9tNitqO9Eslf"",""recQrwLGs9KZmuISs"",""recdSr39X3oOJZjOa"",""reciEeSgJNDYwsk9v""]",5,Megan,recNZdF2y3UymF3hZ,"[""rece8QRDzcNymM2DX"",""recSreSDbd6p6RAsb"",""recNgH57AAv2QuVR2"",""recb8kY0wI96J5yl3"",""recQay4lUnB4pRhOZ""]",Megan Wexler,,,,,,
recNirM4RHUlZhnbx,0,1,Thea N. Stinnett,"[""recfWYHJT3O9VG1TG""]",class_oog,Kara J D'alve Z,"[""recochZJJAeI8sJWl""]",1,Alexandria,recNirM4RHUlZhnbx,"[""rec1eLaySOTVGfZvf""]",Alexandria Beneson,,,,,,
recNl2xmTcpi4Qutb,0,1,Terrie E. Shibley,"[""recMFDhEMIxKX7fmX""]",class_oog,Leroy Brown,"[""reczn10oPCI0Ko8ix""]",1,Amanda,recNl2xmTcpi4Qutb,"[""rec5SupXeyjWTgAbz""]",Amanda Majewski,,,,,,
recNlymSrDpNu9n0h,0,3,Jenna P. Friedman-Lopez,"[""rec3Zk0aiDpx2KX0O""]",class_oog,Diamond Rbc Z,"[""recb06EzEhRXoWKfE"",""rec0409bsqwqOEXaa"",""recnYaxBg2yWHsGAP""]",3,Jenna,recNlymSrDpNu9n0h,"[""recRUmhoOe0gPinCh"",""reckJKgk676RKWabB"",""recUtlg8od1chADBZ""]",Jenna P. Friedman-Lopez,,,,,,
recNn7KbaFwOOFbYW,0,1,Jamie Reinheimer,"[""recueBhFGFi7LFglR""]",class_oog,Sf Old Fashioned,"[""rec4NB0C9itFKn8SC""]",1,Jamie,recNn7KbaFwOOFbYW,"[""rec7xtG00LNziiwOy""]",Jamie Reinheimer,,,,,,
recNqQR6DgevXhdjd,0,1,Madison Daughdrill,"[""recQXTpW29gQ8CQhu""]",class_oog,Dank's Corner Livin' In The Future,"[""recHhzuyLxlaQtDz2""]",1,Laikynn,recNqQR6DgevXhdjd,"[""rec7zQax96YuurTYP""]",Laikynn Mixon,,,,,,
recNxwU3qLAqtCJos,0,1,Lauren Schweppe,"[""recWb8kIRsV2w5Zj9""]",class_oog,Jurrney,"[""recaCQLlEZ79nr9GJ""]",1,Lauren,recNxwU3qLAqtCJos,"[""rec7X3x2xYM9fNfws""]",Lauren Schweppe,,,,,,
recNzSUHTpZtd7NWZ,0,3,Casey M. Millis,"[""recBrEtNpXmVIRzK3""]",class_oog,Kashmir,"[""rec8gyq6rP2NUKN64"",""recHMJlKzrbejcORZ"",""recNKI4hLA4TCZA3C""]",3,Casey,recNzSUHTpZtd7NWZ,"[""recPYtOlXEMAgy51Q"",""rec8UGAUAUJ780m3N"",""recZNJ9sLZjsWr4Mc""]",Casey M. Millis,,,,,,
recOGT7wK06oAdsHU,0,1,Jamie Reinheimer,"[""recueBhFGFi7LFglR""]",class_oog,Caligua,"[""rec81uY66ycE88wYH""]",1,Janie,recOGT7wK06oAdsHU,"[""rec2cDkWFGecuTXv5""]",Janie Stevenson,,,,,,
recONcc9Y1eFbsIqb,0,1,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Epik,"[""recz8ZZNm1odTS2R2""]",1,Côme,recONcc9Y1eFbsIqb,"[""recE0VaX8Y1xYPUCM""]",Côme Bettant,,,,,,
recOYADvDrfdlL1bZ,0,2,Morgan Taylor,"[""rec0wCs5ZzmAW8kSL""]",class_oog,Pays Bas V,"[""recx8un2Tv1l1f02C"",""recDz4Szz11aFohBg""]",2,Scarlett,recOYADvDrfdlL1bZ,"[""reciDvLCK0Gc6NOIA"",""recVscUeLQRzogBzv""]",Scarlett Hamaoui,,,,,,
recOa9hAA7Il6GJF2,0,1,Maisie Wagner,"[""recWddmd29X3mTMwN""]",class_oog,Martini Maker,"[""recsvVtTz77nUkYlf""]",1,Morgan,recOa9hAA7Il6GJF2,"[""recntoeUdfpjKN1pJ""]",Morgan Daly,,,,,,
recOh2Fao2Dj2qlPT,0,1,Debra L. Ward,"[""recp8AfepuIJngrGM""]",class_oog,Tavish,"[""recA1M889R2eXkTtW""]",0,Debra,recOh2Fao2Dj2qlPT,,Debra L. Ward,,,,,,
recOkGkqEmmFznq4k,0,1,Gianni Gabrielli,"[""recBAzsT29cV74CnZ""]",class_oog,Kascaya Z,"[""reckjV13gigbihqLO""]",1,Miranda,recOkGkqEmmFznq4k,"[""recNVaEWSnFbWs024""]",Miranda Gabrielli,,,,,,
recP43wcoh66HhylY,0,1,Lia Screnci,"[""rec0eBWOxYRez99HS""]",class_oog,Cor La Loi Mdm Z,"[""recBGR9exROYploMW""]",1,Adrianna,recP43wcoh66HhylY,"[""recykDsuwpWbA5U1N""]",Adrianna Schneider,,,,,,
recPB7WI5VyV8QMB2,0,1,Katlynn Butler,"[""recmCyrv5t0l7hgsj""]",class_oog,Cupido De Jolie Z,"[""recG8UFeNEruW0qAM""]",1,Katlynn,recPB7WI5VyV8QMB2,"[""rec26JITyiE4sJMw9""]",Katlynn Butler,,,,,,
recPFYBgAHsC0RKNr,0,1,H Dougl Schreiber,"[""reckydHWVV9YphkZt""]",class_oog,North Shore Hal,"[""recD8jCi0q5mMW8MU""]",0,H,recPFYBgAHsC0RKNr,,H Douglas Schreiber,,,,,,
recPFqrG7eCkbV1oV,0,1,Juan Benítez,"[""reccVab1jS62QQ5la""]",class_oog,Flint T.s. Et,"[""recpebMoudJDC60fQ""]",1,Camille,recPFqrG7eCkbV1oV,"[""recVtBbwobTXncVAO""]",Camille Pacheco,,,,,,
recPGJTiI6K3uYwx2,0,1,Terry Gonzalez,"[""reci3OiwSw0ssqcKI""]",class_oog,Feinschnitt,"[""recXwUShty8CPvH8R""]",1,Dominique,recPGJTiI6K3uYwx2,"[""recjGNQ3XOeNkwqQn""]",Dominique Gonzalez,,,,,,
recPIeLFekmtztRSS,0,1,Molly A. Kenney,"[""recvcVgWYY3shMkZ4""]",class_oog,Executive,"[""recbUXr0EJKgp7DTm""]",1,Sharon,recPIeLFekmtztRSS,"[""recoKVvoZfjTDebAw""]",Sharon S. Maloney,,,,,,
recPKZKemiflnx7tw,0,2,Abby Strohmeyer,"[""recHr7nRG7cRW4hq4""]",class_oog,Ferris Bueller,"[""recdgZHJZwsLqMgDU"",""rec2nDWjaoATDkEcy""]",2,Kimberly,recPKZKemiflnx7tw,"[""recTls64pZq4X5EVG"",""recKQc8FIWEv0zD7f""]",Kimberly Tobias,,,,,,
recPMAhk7mQkCWVJk,0,2,Josh Dolan,"[""recYSQRJjZGVMtbrM""]",class_oog,Paulownia,"[""rec9AP3HlVMforLnk"",""rec81fkbetDGZMtjx""]",2,Josh,recPMAhk7mQkCWVJk,"[""recOQJY6MEQg7VRgJ"",""recSq8P0NfinWRF3k""]",Josh Dolan,,,,,,
recPQoiV65KHQ45rz,1,1,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,La La Land,"[""recfNblKC4omkLphP""]",1,Christina,recPQoiV65KHQ45rz,"[""recM1mGbDxboroFgQ""]",Christina Faninger,"[""recUNFjkwJIatKsA5""]",,"[""recMiWd0wHfcw2Svv""]","[""recFRJlPD4hXiFt2D""]",,true
recPQsoqkap3XkAa0,0,1,Camille Maynard,"[""receCZCsNdOQDE9z9""]",class_oog,Sunday Rose,"[""recnwz2FRRohIztxK""]",1,Shiloh,recPQsoqkap3XkAa0,"[""recEGqQL7rG7xysMK""]",Shiloh Roseboom,,,,,,
recPXLEaURBERJ9rQ,0,1,Robin Swinderman Mitchell,"[""recJZPYAhA0EEsHd8""]",class_oog,Novel-T,"[""recPQAEXgekokD3yD""]",1,Lee,recPXLEaURBERJ9rQ,"[""recrogcv51FvGgW5m""]",Lee D. Cesery,,,,,,
recPXdNTrV4Jh4bzw,0,1,Dana Kurrle,"[""recNlaJ4fNzGpH0Rf""]",class_oog,Newcomer Z,"[""reckf5vereqxMaJMI""]",1,Xavier,recPXdNTrV4Jh4bzw,"[""recCBxxMJ1CtUSSZR""]",Xavier Gomez,,,,,,
recPYRCEIs5ZuvAm6,0,1,Katie Rudnick,"[""rec6npIsj2ldcOqWZ""]",class_oog,Simply Good,"[""recbYAzMttzLLuZdX""]",0,Emily,recPYRCEIs5ZuvAm6,,Emily Caudle,,,,,,
recPdCUxo8dHxOsst,0,1,Raishun Burch,"[""rec5VNiNYnXVAnanj""]",class_oog,Lolita Z,"[""recPzJd0N3xIhHeyD""]",1,Sienna,recPdCUxo8dHxOsst,"[""recOMmK8MSH3g7A94""]",Sienna Jones,,,,,,
recPeGkEKhaTp6cBV,0,2,Juan A. Rodriguez Silva,"[""reclu4ZfxeCUoDgLA""]",class_oog,Comedian Of Picobello Z,"[""recnyy0NO8f4ypyat"",""recIJocvEbI4bkFpd""]",2,Sebastian,recPeGkEKhaTp6cBV,"[""rec4X25T8c5jnS9aX"",""recRwYDAB03ykBYId""]",Sebastian Presa Tejada,,,,,,
recPg8rVHALW0MdJX,0,1,Andres A. Correa,"[""recl4930Uvn00qNs0""]",class_oog.php,Bluebelle,"[""recZP6wgonkpwI9SZ""]",0,Andrea,recPg8rVHALW0MdJX,,Andrea Correa,,,,,,
recPgxcjKp2mPObNu,1,0,,,,,,0,Sydney,recPgxcjKp2mPObNu,,Sydney Matalon,"[""recjPrNyS7Hlk3SUJ""]","[""recejRmmXMol02PGq"",""rec3z5T2kZ4GnlCfs"",""recm5nIT4f2LWqDAX""]","[""recwhVOXttc6gKSiM""]","[""recz6AI8LQLpads8j""]","[""recb7QsFExkz0wx2u""]",
recPhhmTvRfqCQMot,0,1,Jenelle Branom,"[""recmuuXibSUSiIg5P""]",class_oog,Bellagio,"[""recRtnQE55TEl4dH6""]",0,Jenelle,recPhhmTvRfqCQMot,,Jenelle Branom,,,,,,
recPnQqnbJEkMT3dY,0,3,Tammy Blanchette,"[""recDlEaFgkwZNWGL7""]",class_oog,Chardonnay,"[""recdKcSqDpopwsIiG"",""rec3i8qHdse1cFJON"",""rec1pG6CeNFMn9AyW""]",4,Robert,recPnQqnbJEkMT3dY,"[""recEQeYA6DQnvwbRg"",""rec6jFlPCM76WurPT"",""recRZNv8l8lpqrl18"",""rec1skbI5S4rMKr3H""]",Robert Blanchette,,,,,,
recPq12kGtlUnKNeW,0,2,Mario Garcia,"[""recgLDs1PX5pujyno""]",class_oog,Hercules,"[""recKsKbcYKcRdmK7X"",""rec8WP23Cu2mqFUBh""]",2,Maya,recPq12kGtlUnKNeW,"[""recv79kftJHQbcGbx"",""recQBQoJ1XqG7D9zR""]",Maya Allhusen,,,,,,
recPssTPHylHZbouQ,0,1,Juan Benítez,"[""reccVab1jS62QQ5la""]",class_oog,Valeo Des Aulnes,"[""reci170NmUmzXtOw3""]",1,Amanda,recPssTPHylHZbouQ,"[""recNHVkQ5KFrWoE3n""]",Amanda Cabel,,,,,,
recPtl3r1mpHxJ3g7,0,2,Sharn L. Wordley,"[""recqmThVFmsIM6E8t""]",class_oog,Thor Jr,"[""recsYiWOvwCWUePvo"",""recdLTutEXasEnkRs""]",2,Ali,recPtl3r1mpHxJ3g7,"[""recs0rRpUMYVPs1fd"",""recmPbLSRxfN8A94K""]",Ali Arbabi,,,,,,
recPuKAnYtugBQcK9,0,1,Manuel G. Torres,"[""recIorvNwvWPlOR66""]",class_oog,Zara Www,"[""reclCmPq9aWmKIMD8""]",1,Kate,recPuKAnYtugBQcK9,"[""recHYiLPns3ywXPMS""]",Kate Phillips,,,,,,
recQ8qRBqfZBiXcsy,0,2,Mario Garcia,"[""recgLDs1PX5pujyno""]",class_oog,Cyrus,"[""recG058pTpfNNSn8z"",""recfj715eByJAtDSL""]",2,Dakota,recQ8qRBqfZBiXcsy,"[""recDg97u6E8ueRkPR"",""rechTDwvrnTzsDx7H""]",Dakota Sheikh,,,,,,
recQQrPH3WjlKE04C,0,1,Grace Dreyer,"[""recmEHqV9uMzGpVKb""]",class_oog,Quicksilver Hercules,"[""recwfJbVkdkVWNO0q""]",1,Ella,recQQrPH3WjlKE04C,"[""recrcGvEq9VjLfJM7""]",Ella Clark,,,,,,
recQVrVcnghBYOhLX,0,2,Matt Martin,"[""recRnYU8EgCMCN4Tl""]",class_oog,Joylon Gb,"[""recMmwA2xAw6AoAk9"",""recoIfeCdEj0JuYKM""]",2,Brinley,recQVrVcnghBYOhLX,"[""recNtjRjQXWHrQ5ll"",""recKcYv5A7peie9dW""]",Brinley Farr,,,,,,
recQXT3tHMHJl4tss,0,2,Conan Conway,"[""recS9EfEO0iZet31e""]",class_oog,Titan,"[""recBAKR7ORMahR0y8"",""recdHzVN1Aq8OZiKa""]",1,Mckenzie,recQXT3tHMHJl4tss,"[""rec1oM5ee7kSk9If7""]",Mckenzie Miller,,,,,,
recQYtoWytkrBT5u6,0,1,Jasmine Walsh,"[""recI1AZhpQDfY3cRY""]",class_oog,Posh,"[""recPYs0Y20jnSDpbk""]",1,Josephine,recQYtoWytkrBT5u6,"[""recAFC6AKzcuuFK3K""]",Josephine Lurie,,,,,,
recQegkSIOiKIORwi,0,1,Gaston Escamez,"[""recZAL84Ujr0QX9cW""]",class_oog,Conlugo Ps,"[""recEKjMLxbot8wxp8""]",1,Lawson,recQegkSIOiKIORwi,"[""reca6JPxYZPlxbSyK""]",Lawson Whitaker,,,,,,
