record_id,Count (classes),Count (horses),trainer,trainers,source,horse,horses,Count (entries),rider_display,rec_id,entries,rider,entry_go_times,wec-alerts,class_oog,class_oog copy,class_results,cwf
recYydYY39G3BcGLd,0,1,Mario Garcia,"[""recgLDs1PX5pujyno""]",class_oog,Fireball,"[""recFtsOdf7D6kAYAo""]",1,Mario,recYydYY39G3BcGLd,"[""recqIQOo8hyHnd5d2""]",Mario Garcia,,,,,,
recZ1bCRiNAzUqRKJ,0,1,Jordan Melfi,"[""recb5ZCQtoQItOePu""]",class_oog,Grs Chianti,"[""recXPXJnkJBhrX11M""]",1,Alexandra,recZ1bCRiNAzUqRKJ,"[""recUn4v7SAM0cx5OA""]",Alexandra Dastjerdi,,,,,,
recZ2J6OAJ9QD4wY1,0,2,Jessica Cross,"[""recUpaBE2IKFd0lXw""]",class_oog,Odilon,"[""recMUv5LPHiKQF8o6"",""recGd1PD9o3dSgk0c""]",2,Soleil,recZ2J6OAJ9QD4wY1,"[""rec36l8EG5RpAgroN"",""rec5HRwfgu8Db9W27""]",Soleil Katsur,,,,,,
recZ5EwnPE36HTiXi,0,2,David Cameron,"[""recV9UeEpcw6UDEM9""]",class_oog,Istina Van De Kapel,"[""recBy0OrpOauCr6Pz"",""recGwZ8itiKMPIn8L""]",4,Georgia,recZ5EwnPE36HTiXi,"[""recp2rDbwj2WAY6ci"",""reczrS7UlzABS7lXq"",""recR3W8k6i3qacHOC"",""recYehcVBRs1IYVFM""]",Georgia Bouzaid,,,,,,
recZ5wzygnW42KQVr,0,1,Lizabeth Perez-Pascual,"[""recPyfVVGkVn9fvlf""]",class_oog,I'M Du Vinia,"[""recz1jsHwJWXrUgPH""]",1,Lizabeth,recZ5wzygnW42KQVr,"[""reczrRTCTrN3thDKn""]",Lizabeth Perez-Pascual,,,,,,
recZ6bukRuLkzx7R1,0,1,Jessica Collins,"[""recNpo5pbhuzTKAIi""]",class_oog,Nastelina Van De Witte Driesendijk,"[""reciawxdq7bpwFnfP""]",1,Michelle,recZ6bukRuLkzx7R1,"[""recK5fvOPrmUZKM7Y""]",Michelle Lin,,,,,,
recZCGuytgOV0ElOg,0,1,Stephanie Free,"[""recBVRfeR9i4COiwE""]",class_oog,Carolina Bay,"[""recsJ5fy4cS6erdA0""]",1,Emily,recZCGuytgOV0ElOg,"[""recawK4STNftWVsnu""]",Emily Mckendry,,,,,,
recZCyDovHC8Skku3,0,1,Laura Gaither,"[""rec0OHl8PfuMKFsyt""]",class_oog,Geisha D'agenais,"[""rec89xy1xTBKI5qS0""]",0,Cyril,recZCyDovHC8Skku3,,Cyril Chatel,,,,,,
recZKx0rOpn5ThLPf,0,1,Jenelle Branom,"[""recmuuXibSUSiIg5P""]",class_oog,Bellagio,"[""recRtnQE55TEl4dH6""]",1,Jennifer,recZKx0rOpn5ThLPf,"[""recGS7VKuqwRHs47B""]",Jennifer Moclair,,,,,,
recZSuImgt5CS4NOz,0,3,Jane C. Ehrhart,"[""rec5Ut33CL5koblpZ""]",class_oog,So Dashing,"[""recq3iv8YlgD5p7ZS"",""reccnvSS13fIvBqR7"",""receqd5Cup8r42Zwg""]",1,Joan,recZSuImgt5CS4NOz,"[""recrhTIGLAHgE4tE9""]",Joan V. Ehrhart,,,,,,
recZTikiJFTplPVMn,0,1,Grace Dreyer,"[""recmEHqV9uMzGpVKb""]",class_oog,Pie In The Sky,"[""recwjpsn0lj3yhWoQ""]",0,Piper,recZTikiJFTplPVMn,,Piper Wise,,,,,,
recZVjIZbv3aB4HuP,0,1,Antonio J. Martinez,"[""recoIakTck18pHikM""]",class_oog,Bz Cancara,"[""rec0H5iFT348zvgKI""]",1,Gia,recZVjIZbv3aB4HuP,"[""recZEWnkjgpa4OQns""]",Gia Pallitto,,,,,,
recZX9OprffUfumki,5,0,,,,,,0,Zoey,recZX9OprffUfumki,,Zoey Burton,"[""recbUTVDamLWAHax1"",""rec6oWa9P7md0V67q"",""recYCZjABGgi47DvT"",""recdMCMqJ1tX8924y"",""recVrpjf8NDlCKl7A""]","[""recsQswCdFkfnchEm"",""rec8VwXgYoRHybn5s"",""reccTihJ6NOK1MVXA"",""recsqZu4P0yQUnXqR"",""recBxZ7m83N3Pv2Ub"",""rec6tq6zFuTFshe9s"",""rec81i9VwQRhaP9QK"",""rec0Wk2958HY3j2zj"",""rec3O1iRvCrA9S3BG"",""rec4jZPlf8thDxync"",""recRVY5pY1DdkINkK"",""recVvh0qSjPqhDQpk"",""recm1I3W7o7W6VSdi"",""recCwRhCFOKz4pKvE"",""recpzNVzFEauPhyML""]","[""recgV7bmSkuuuzSAT"",""reciTIqeKPVjhYIWc"",""rec9uUpIFeKbPGBlm"",""recCcKkMwW5AnnkqC"",""recYoq5c5daUmPpPV""]","[""recjKM5xaH3No2sqq"",""reclInkp2cuCbriMJ"",""reccjzjTXBjuJ9bbT"",""recF1peXOjEThQUg9"",""rec1d5ZnnAJdgiZFs""]","[""recze0ivEv99k0dPo"",""recuu2WurT7lgvQn6"",""recrxNLslVcWWGuDn"",""rec0FHckogROfgaGy"",""recNnon5usdLRmQWw""]",
recZYpUo2wQDeHdRc,0,1,Anne L. Bingler,"[""rec3S9KikkQrKgX8L""]",class_oog,Chili Z,"[""recb4KTQuKNimjUqJ""]",1,Heather,recZYpUo2wQDeHdRc,"[""rechGPF30MTRNxo4R""]",Heather Farmer,,,,,,
recZe5YwA2cdOJKps,0,1,Morgan Taylor,"[""rec0wCs5ZzmAW8kSL""]",class_oog,Unbreakable Z,"[""reclEAKZ4QzaQgulE""]",1,Gabriela,recZe5YwA2cdOJKps,"[""recz8Od4fzbW65MXo""]",Gabriela Juron,,,,,,
recZeXwiclBhaislj,0,1,Rebecca Warth,"[""rec456G3R5wbsgOk8""]",class_oog,Romeo Juliets Shadow,"[""recFDsz0IzWNeXBNp""]",1,Zella,recZeXwiclBhaislj,"[""recS6Yi3xMApohadp""]",Zella Esposito,,,,,,
recZfCUedmN6e4tva,0,1,Conan Conway,"[""recS9EfEO0iZet31e""]",class_oog,Col De Knolton,"[""recBaYvEEaZilflVe""]",1,Harper,recZfCUedmN6e4tva,"[""recNhGu8Ypiw7ym9f""]",Harper Conway,,,,,,
recZv0Kz1HlCWvWvz,0,1,Lindsay Haselden,"[""rec6D1SUrQr1IYJyM""]",class_oog,Cruise Mor,"[""recEqrLojB1nQq8yc""]",1,Lindsay,recZv0Kz1HlCWvWvz,"[""recLeXGaasG5rMb5L""]",Lindsay Haselden,,,,,,
recZvQD6Y4wJKPe7F,0,3,Davide Troncanetti,"[""reckdATr2NvXwU0Ah""]",class_oog,Primo Cbi Cornet,"[""recHUf7ZSX6wndH6j"",""recdqDzwsRLcZd2IK"",""recvSVmahnRVd2Vih""]",3,Paul,recZvQD6Y4wJKPe7F,"[""reczk6eyb3XMCx2VX"",""recU9FdSfOVPTyxvg"",""recXK4as2MW3qqBnf""]",Paul O'Shea,,,,,,
recZzmxP8vC1h4Ixu,0,1,Joshua Tabor,"[""recgYbnUCVZoIzP1M""]",class_oog,Kismet,"[""recSCaY6fBH1el1aw""]",1,Joshua,recZzmxP8vC1h4Ixu,"[""recIM5iX7O0l4QqCT""]",Joshua Tabor,,,,,,
reca28cCzi6t0iAKS,0,2,Sharn L. Wordley,"[""recqmThVFmsIM6E8t""]",class_oog,Eq Scorpio,"[""recRgXQ7C0w2aGQ6I"",""recumKdAjpMtCp9Q8""]",2,Diego,reca28cCzi6t0iAKS,"[""recsgqRYcMam5zMYd"",""reccFg4JNik72evV7""]",Diego Farje,,,,,,
reca7yiYzxQ3gtYWo,2,1,Alan Korotkin,"[""recFIHTcArQhILyAc""]",class_oog,Mastermind,"[""recGmLBUenZyb34a5""]",1,Naomi,reca7yiYzxQ3gtYWo,"[""reckGbKWhq8UTvTKs""]",Naomi Selleck,"[""recF4DCXNr6pHgzRZ"",""reccNQTEZhAkV2qEu""]",,"[""reccBE7omQXoxMrec"",""recsKys33yNX5Kvym""]","[""recVekNDDukUJixfu"",""reckByotcKMrMbdGT""]",,true
recaKiCcAz57uZZru,0,4,Hanna R. Egan,"[""rece9iPIoEEaCPIqS""]",class_oog,Daytona S.e,"[""recZc4laV3ccmGSAv"",""rec5ylEAIYsVImCwb"",""recom6eZn2mde86xe"",""rec27B4lL3oVLYvYG""]",4,Hanna,recaKiCcAz57uZZru,"[""reczUfsjadnxdNGOl"",""recXng0ma9MdJcCCB"",""receotXwf9JfD39Gm"",""recSISgiC5t0suxEY""]",Hanna R. Egan,,,,,,
recaRgvYZE0TBZ6VR,0,2,Stephanie Free,"[""recBVRfeR9i4COiwE""]",class_oog,Macallan,"[""recvT1vMYk93QCR9y"",""recarF7ZNDFQFYvoE""]",2,Reagan,recaRgvYZE0TBZ6VR,"[""recVa3Ph0uD7GFNQy"",""recPtjIrAj2aGAHxY""]",Reagan Brown,,,,,,
recaUkMVVwrXgrWQQ,0,1,Derek Van Der Burgh,"[""recw2AcufXB3OnYyW""]",class_oog,Peyton Cm Kapade,"[""rectjYH9Ah682Eh61""]",1,Angelina,recaUkMVVwrXgrWQQ,"[""recpWtLvV9tJmVvFU""]",Angelina M Palmeri,,,,,,
recaYewbSiDYrXT7p,0,1,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Volodia D'argouges,"[""recTZCcQOTJ1RasLn""]",0,Annabelle,recaYewbSiDYrXT7p,,Annabelle Poirier,,,,,,
recaZx28r0BSMxn0j,0,10,Declan Egan,"[""recGOZOt71dcEAmvp""]",class_oog,Goliath De L' Eldorado,"[""reccpPVz4rg0Xn3it"",""rec5iXZPcQzVZs9JC"",""recD9b3EPozRngyHO"",""recIl9qAoUDLVs394"",""recVQNhIlxyYZlD03"",""recWqVGgbAp7EX3bA"",""recfkJkZfj2MYo5D2"",""recj5YhfSj7gDmn8l"",""recw7brYEKACfwnCH"",""recVfbZwDiZ1sFKgZ""]",9,Declan,recaZx28r0BSMxn0j,"[""recoDTRwnbckxoP3P"",""recs8NjqDztH8N2ot"",""recHy72LAvDJQ6toq"",""recb5aLOWcDGO2C5d"",""recjHivoFbaUMdi8z"",""recISqJY9P7QLFTtw"",""rec6qEkb6JtyJio2I"",""rec5pQtQGSG9uVcTL"",""reczZki5NzsZ5t682""]",Declan Egan,,,,,,
recagRAhtEb8H7veW,0,1,Cristobal Castro,"[""recXyfjbTanYPcKpl""]",class_oog,Joaquin Daloubet,"[""recKlZ3FPc3vEr5AR""]",1,Veronica,recagRAhtEb8H7veW,"[""recr98HPDjgIiZDSE""]",Veronica Arenas,,,,,,
recandUNivppmOwX6,0,2,Dominique H. Damico,"[""recUSP9h7nazUAhZI""]",class_oog,Cadans Z,"[""recctkWYVvDkvWYI5"",""recbloZFLUvDYGqAh""]",2,Sarah,recandUNivppmOwX6,"[""recZqFdHXmURIhVhk"",""rec6AV0thciPwtA0u""]",Sarah Callahan,,,,,,
recb1rMqysX4FAaMx,0,2,John Michael Durr,"[""rec9nE2B2j1bOmqTB""]",class_oog,Constantin De Hus,"[""reckTUVVY8E0JiyBv"",""recmHq7QdkA4XFks5""]",2,John,recb1rMqysX4FAaMx,"[""recwIYoYdZrRyZqp1"",""rec7vnyr2tVcM6JKv""]",John Michael Durr,,,,,,
recbEm8GGmws15KlY,0,1,Lauren Schweppe,"[""recWb8kIRsV2w5Zj9""]",class_oog.php,Otto Pilot,"[""recRf3B5ZIsl6PIJq""]",1,Jeannie,recbEm8GGmws15KlY,"[""reczpLVAZwd889uGM""]",Jeannie M. Savegnago,,,,,,
recbFJhHS5IlTuTPc,0,3,Scott Keach,"[""recAxFIoUH9sfVhnS""]",class_oog,Yalambi's Jingle Bell,"[""recgzUaQSWiYF5FDr"",""rectI5xjpyudvz1GX"",""recr8YUWKb9KlTsWH""]",2,Zara,recbFJhHS5IlTuTPc,"[""recuXLShazq7IOZKb"",""recZH5LJ6exgReT0B""]",Zara Adnams,,,,,,
recbIEV5U9qm9h3iA,0,2,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Secret,"[""recnivt53KWT7p0Ot"",""recwPbturey15NTfV""]",1,Estefania,recbIEV5U9qm9h3iA,"[""recieR1tGsakViJ0x""]",Estefania Navarro,,,,,,
recbM07wfCfOR7Orx,0,2,Laura Gaither,"[""rec0OHl8PfuMKFsyt""]",class_oog,Geisha D'agenais,"[""recZUPNBMf7ebTNd4"",""rec89xy1xTBKI5qS0""]",1,Brooklyn,recbM07wfCfOR7Orx,"[""recpx4srwMNP8KfvP""]",Brooklyn Delgado,,,,,,
recbTZTntK2RVTp2c,0,1,Jessica Collins,"[""recNpo5pbhuzTKAIi""]",class_oog.php,Allegra Van Het Eikenhof Z,"[""recWwCPXi147FCMIS""]",1,Aria,recbTZTntK2RVTp2c,"[""rec3K75aukCEzb49g""]",Aria Collins,,,,,,
recbYvaGOoKCR5aok,0,1,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Zamba,"[""recmvMfOCA74e8HNY""]",1,Campbell,recbYvaGOoKCR5aok,"[""recRHVJ2gqfIym4cq""]",Campbell Cobb,,,,,,
recbrgeNFLBoH10vu,0,3,Gianni Gabrielli,"[""recBAzsT29cV74CnZ""]",class_oog,Bonnie M Z,"[""recqbcN7di8FZoXQb"",""rec1SE5SwPnnar75T"",""rec0FivSfh6MsyTIM""]",3,Jesus,recbrgeNFLBoH10vu,"[""recbQlO6CvoZuDUWm"",""recbBkivjo9pQUAWb"",""recYzjtSeoo3iQJjz""]",Jesus A. Rigu,,,,,,
recc1yQxHYrJDaQpE,0,1,Stephanie Frey,"[""recGQXJ8M2eFcl9W7""]",class_oog,Pistachio,"[""recPzQMpVllPoPnE5""]",1,Tarrin,recc1yQxHYrJDaQpE,"[""recpFlXg7xMv2h2em""]",Tarrin Kirby,,,,,,
recc4s9XxQqAv1rup,0,4,Jelmer Hoekstra,"[""recqI6AanH1zv5CGV""]",class_oog,Jalanne,"[""rectztXZHmffjRRIU"",""rec68Y4BHkJgauJol"",""recLierzXmARsRhOF"",""recTsQMsS5DlKluGd""]",4,Jelmer,recc4s9XxQqAv1rup,"[""rec4ITFSuRzNz24pL"",""recehrzQUYcDtPpB9"",""rechWxMsoOezO0sNj"",""recabD0Iks2s2NpGr""]",Jelmer Hoekstra,,,,,,
reccSzGDIKf9DLzAW,0,1,Alyssa Pascucci,"[""reccxT6yO7DM4d3NC""]",class_oog,Conchacco Ps,"[""recgY8x8fIs7Ea8SX""]",1,Alyssa,reccSzGDIKf9DLzAW,"[""reccigib2ijRnWs41""]",Alyssa Pascucci,,,,,,
reccdMY4DqXa2MtUK,0,1,Juan Benítez,"[""reccVab1jS62QQ5la""]",class_oog,Thompson Ter Doorn Z,"[""recXJdhBfCSjXKcrL""]",1,Maria,reccdMY4DqXa2MtUK,"[""rec1VD4ZNQ8xxCGWk""]",Maria Pantaliao,,,,,,
recchBHYpfx21fK86,0,1,Lia Screnci,"[""rec0eBWOxYRez99HS""]",class_oog,Emi Initia,"[""recc9AIrEF9uWQsvJ""]",1,Sara,recchBHYpfx21fK86,"[""rec74jz5MQsVEZGqt""]",Sara Lent,,,,,,
recchSR2cIrnif7YT,0,1,Katie Moniz Floyd,"[""recPMskDVL2pcUFPb""]",class_oog,Calais,"[""reclw3uibI8WoGQFn""]",1,Kole,recchSR2cIrnif7YT,"[""rec97QFWtimduyHuB""]",Kole Floyd,,,,,,
recckz3rNTMAJcTAb,0,1,Morgan Taylor,"[""rec0wCs5ZzmAW8kSL""]",class_oog,Billy Suffragette,"[""recufdHnl1gkwQwOi""]",1,Emerson,recckz3rNTMAJcTAb,"[""recgtycNp1GFBLio2""]",Emerson Ritter,,,,,,
reccwHv3NHXUKADE0,0,1,Spencer Brittan,"[""recqByBk0EpjI9rLn""]",class_oog,A Golden Girl Sh Z,"[""rec6MB2ywdYKcfb0T""]",1,Taylor,reccwHv3NHXUKADE0,"[""receBxobjvudw9YS9""]",Taylor Finkle,,,,,,
recd1WEHiwAp0241z,0,1,Megan Wexler,"[""recbDjphoL8qMtSeW""]",class_oog,Lord Cornet,"[""recau6gwl9hDZb3oe""]",1,Ashley,recd1WEHiwAp0241z,"[""reczeoSZhFHkwI91y""]",Ashley Ann McGehee,,,,,,
recdXJtDodXupFQgk,0,1,Lauren Schweppe,"[""recWb8kIRsV2w5Zj9""]",class_oog,Apollonios,"[""recxd404BsvEXl1mE""]",1,Maddie,recdXJtDodXupFQgk,"[""recL8Xw3EnQGVbX13""]",Maddie Mcinturf,,,,,,
recdjEm6x9g7ssHiR,0,1,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Noran,"[""recCL5jGRxCgxSTxZ""]",1,Kelly,recdjEm6x9g7ssHiR,"[""recrUgJqtSNyjM7Ng""]",Kelly P. Murphy,,,,,,
recdjhwbi07xAvBjH,0,1,Brian Murphy,"[""rec6UiZPMcNsltg3J""]",class_oog,Elvis Blue Hallelujah,"[""recogpaNTwnvXhHhd""]",1,Peyton,recdjhwbi07xAvBjH,"[""recsn5lYwAOsYIFXs""]",Peyton Villalona,,,,,,
recdsjuMklF5j8vEb,0,1,Dana Ventrice,"[""rect7nOXb9JImTCcP""]",class_oog,Benlea Magic Dragon,"[""recpC9hSd2JGmKMSF""]",1,Noemi,recdsjuMklF5j8vEb,"[""recfCCwGu6ZvbT6Jo""]",Noemi Varela,,,,,,
recduOMJhv4KgHjFF,0,1,Megan Gardiner,"[""recfC6qStEmrNdY3c""]",class_oog,Danilo Khr,"[""recJZ3UqYKN7EYxcf""]",1,Megan,recduOMJhv4KgHjFF,"[""rec3DpKWemv7a6IRn""]",Megan Gardiner,,,,,,
rece4lFbqi3oXjypv,0,1,Jacqueline Green,"[""recCsEeP9dMvgyAPE""]",class_oog,Bravada,"[""recvXBygQGBOargml""]",1,Daisy,rece4lFbqi3oXjypv,"[""recNuqtXWZGSWRx9A""]",Daisy Green,,,,,,
rece7037Ou7CmZJQD,0,1,Megan Gardiner,"[""recfC6qStEmrNdY3c""]",class_oog,Fe Crack The Code,"[""rec5dxymjnNRDuYyU""]",1,Henley,rece7037Ou7CmZJQD,"[""recpe5ZBLVRS3S138""]",Henley Fletcher,,,,,,
rece86WN8FUEah4HY,0,1,Wendy J. Hechler,"[""rec1I0IvFKaYQa6K4""]",class_oog,Kamilla,"[""recjgo7hE3earZlS7""]",1,Olivia,rece86WN8FUEah4HY,"[""rec0MpaYnNju2ExM0""]",Olivia Planer,,,,,,
receBFuBzYlXyUiqp,0,1,Julia Worden,"[""recNOjlJkQLR1qWTQ""]",class_oog,United Del Coco,"[""recd0U1K0KpXErnJz""]",1,Julia,receBFuBzYlXyUiqp,"[""rec3Me0gpJHib7Ibm""]",Julia Worden,,,,,,
rececJFgkUViuuW0F,32,9,Brock Clermont,"[""reciLuEt5I93MQMy9""]",class_oog,Vago Chin Z,"[""rechffBJYd5uBU95f"",""recoaO3hnp73CfVsU"",""rec3MWCiCIZo2sLcW"",""recWzhAof4LAZHr0A"",""recj66LMLWzXwAZwU"",""recKk2sgwiW0v70cR"",""recrs4HOJolFSwLSo"",""recCHvAtwqC6cxM2n"",""rec9UjGawtgR3NdhA""]",14,Tanner,rececJFgkUViuuW0F,"[""reczbo9B52MjihV7r"",""recCHDzOJSCmcfF8D"",""recZDAxAONTYwOS6n"",""recjo0sdsw0E4cELH"",""recxvbzrlM93EUJOx"",""rec9d2oNX6g2NauFw"",""recLBWor6xkC0nJOx"",""rec0NSJSySU5lKsqL"",""recKPimrHjDSJCbJW"",""rec05KksmIMbP4zEb"",""recEPsQgrMuuOT3X4"",""receIqLsngoO1MZ2g"",""recmG8pUBon6HR51g"",""recQFKovks5uOznMN""]",Tanner Korotkin,"[""rec072uqXZOGeYjnM"",""recpr1DXHu512wkTC"",""recopPb5O7BLi19hn"",""recvTVe1wjkzk2hyd"",""recigiKSgjuQ0lJRI"",""recq3YF8PufLJpekS"",""rec3Ki5ddqMwVd5Zv"",""recSMowfE5wcV6pqu"",""recaobAyHu7aYe5D1"",""recGTRPbiyFWGXFfT"",""recKPPbxRShj4w1HS"",""recwvHnJiHeQ6kjFj"",""recGnavBPW3qQJ2Ec"",""recfeUZ5OQOejscGE"",""recIq4wolRpvMPZqi"",""recm6uJd9ktr3Xbat"",""rec7OoZjWiOZnHtgi"",""rechOWTv6MeILO5ZR"",""recKxLRsV3heSMRSs""]","[""recyk7yDpYaUtxvSv"",""recwI3Bjm0FADcH4z"",""reczU0wB5JR2iyctJ"",""recFCUjYbkdYvWBpo"",""rec8NXMCcuM8L05o5"",""recZ4ud7WLP45Hshv"",""recR6TJnqeL6OLh69"",""rec1eJhqFc33AZm1I"",""reco9OucV8JIbdho7"",""recHHqKGVIBzPNXMh"",""rect32KznBbTik3bb"",""recFIgFMvcw8vxEFs"",""recwkjpihdathU55b"",""rectaSaWiY7gWtcCa"",""recXTGUMyEWeLwjl1"",""rec67Uhs5GP71OdVY"",""rec0LMXjTF3BZ4UwF"",""recZXt8LqQBSBHEmh"",""rec64RKY9BQx0n2Q8"",""recAfFB6A49ltxcXr"",""rechSgzBVCzo4FIkK"",""recOerz7NzxyVtUH8"",""recBkvR0BruoRrw4C"",""recJnhZomwF9vvUuK"",""rechWp1PFiGICTJAs"",""recs6WBSd0kSDQnLN"",""recXlmPZ0eiRsshwU"",""recvHjoPqlCvBTuZh"",""recseghwvhsy5cSnM"",""recHCZiPi5jGAYydf"",""recF3ZYRgyz1b0fZM"",""recxjnggUhOjkWhJB""]","[""rec90LFOuXBVQJgb8"",""recqmeyH5ZioMXWl0"",""recSvPbVVh1AvvyHU"",""recRYCRP9qhSCp1Ha"",""recGArGKGGvff1tJI"",""recwE80SK2NEBuQ0g"",""recRfCvoopfJIysre"",""recP3PQArxD4Tvc2u"",""rec3c7ZH8sZFeKJFI"",""recsxVxqgVUNJjvb2"",""recR5xuqyM7dTM1x9"",""rec3I9jr95GmQPfyi"",""recQET6bE27KKYyhQ"",""rec78OqD5qyWhM4gG"",""recyrdvxmpcjkyVmM"",""recL8OkkdkjbJfQpX"",""rechA7jYiiL6fyLsb"",""reca6mOceLj9j9o48"",""recFGAu9WXhct08y9"",""recOrY5XFxa1YVM6C"",""recaAKT7AgKusWO5T"",""recD0Wv9mkI0cdiNp"",""rec2rLKdslbcineGL"",""recJXpgHtCx7nfhBb"",""recBzaGh0vNdOFJ1I"",""reckHrI3AFsslsR6s"",""recnTChWBVv7nDghc"",""reciuOAoHsZGu1OIQ"",""recLzfDGfDCYxEADh"",""recT4PieIgfPfYG2q"",""recNdp2tJR8ozNSPl"",""recLK3HLF6t34AGqK""]","[""reccPqzZMkaeKcQ1F"",""rectbTsSnmRHGqwbx"",""rec1lITZDEzvBPWov"",""rec4eAOzBYo3GobsM"",""rec8KzLmn6Q9F81ln"",""recD7pfoaSp2QIFls"",""recDl5FAgsOqLPneE"",""recFjrgwHyBA9km87"",""recGktQyKGZgPdEEE"",""recMuLnN6z4ndpQMd"",""recOpPnhh7xklkifh"",""recQWDZkVxaMnH8pe"",""recdhicVozqEph1Y4"",""reclEISXCY77qdhNc"",""recyJqmjZmWp6zGWj"",""rec7aUy9LZLSi4x4M"",""recLm4bIWsCwKtsOn"",""recM3iEQkS1nFLPKH"",""recvQacAs9Cb1jG2L""]","[""rec76FNWfk9hIU17K"",""rec5OflVpqSlMVxel""]",true
receh6wzaOvbbOtxr,0,2,Juan M. Bolanos,"[""reciQqSfWbMiP5zxf""]",class_oog,Kadar Hbc,"[""recaGjhF16wLvFnTe"",""recfmPoR4SW87P0Ni""]",1,Simon,receh6wzaOvbbOtxr,"[""recT9pmUhPadagTou""]",Simon Arango,,,,,,
recejZEU2nOrxsEbI,0,1,Courtney de Hechavarria,"[""recv85dMm1vEE8kec""]",class_oog,Howie Do It,"[""recEca3dY4K2WdByh""]",0,Claire,recejZEU2nOrxsEbI,,Claire de Hechavarria,,,,,,
recejsmKqHfknNq9t,0,2,Derek Van Der Burgh,"[""recw2AcufXB3OnYyW""]",class_oog,Mattador,"[""recC8R2n0Nt7vCCZX"",""rec6JB2dXpm5ALnlU""]",2,Allison,recejsmKqHfknNq9t,"[""recr0Gm2CqKg25ilW"",""recvHB0yjIYO7QtDx""]",Allison Beck,,,,,,
recenZm3fZa4dmtCi,0,3,H Dougl Schreiber,"[""reckydHWVV9YphkZt""]",class_oog,North Shore Hal,"[""recD8jCi0q5mMW8MU"",""recqoCHpOouHIL3L0"",""rec0nPoh2WUGFBey4""]",3,H,recenZm3fZa4dmtCi,"[""rect4ecy9WO592VH5"",""recn6pSL8Dii9COa7"",""recmJGAQaVFIet5vD""]",H Dougl Schreiber,,,,,,
recesupg2Pf1wqO3M,0,1,Heather Froehlich Cortell,"[""recYYSG3rW61gLanZ""]",class_oog,Clearville,"[""recmnv8k5XqrqvKba""]",1,Emily,recesupg2Pf1wqO3M,"[""recuEGBoV7kKfnAh0""]",Emily Kowit,,,,,,
receuTpQmC2SBCNfl,0,2,Daniela Roy,"[""rec2F4zRJZGDzG0M2""]",class_oog,Global Van T Braunerthof,"[""recZ6GeD3Q8Fn0VQ3"",""recjDejLtkc1RGo3W""]",2,Tatjana,receuTpQmC2SBCNfl,"[""recpnCzQhA8RBpccs"",""recPn4rsgZJufengs""]",Tatjana Almeida,,,,,,
recevtp2XSKUsSb00,0,1,Jake Evans,"[""recSXiCPwDmQ76cuQ""]",class_oog,Menlo Park,"[""recf89AQE1qtvd8FY""]",0,Margot,recevtp2XSKUsSb00,,Margot Hirsch,,,,,,
recf8UPoJAute0lLH,0,2,Andrew C. Welles,"[""rectc0mHofDhAxAVA""]",class_oog,Dorchester,"[""rec6i0GjQGwBoQN2q"",""recnQCHBCJ0H6rae3""]",3,Nora,recf8UPoJAute0lLH,"[""recxQELeISHzsdFNx"",""recbNkeX7Ld3HWbxU"",""recfojdF7DYTJjZnH""]",Nora Nauss,,,,,,
recfFEe6i6PAEJnMn,0,4,Taylor St Jacques,"[""rec7yDpRrnFHdpEyR""]",class_oog,Hopefull Menjoulet,"[""recDJymEDEhi1CpfZ"",""recBAfxAXTEQ2vfZ2"",""recjEn1VUe6rmsJ6l"",""recLVfTqAUfqSa8cw""]",5,Taylor,recfFEe6i6PAEJnMn,"[""recMVxMSrs3FRRYBF"",""rec7enZTdsncgJQcM"",""recnQKa2UumXaPD1u"",""recPmzZUk6IzAwcX0"",""recMJsHMWsRj3ORHk""]",Taylor St Jacques,,,,,,
recfR9BJNbGmRzfY2,0,1,Juan M. Bolanos,"[""reciQqSfWbMiP5zxf""]",class_oog,Pedro Molino,"[""rec4vpSFQURa0PYoY""]",0,Ember,recfR9BJNbGmRzfY2,,Ember Litteken,,,,,,
recfX9tkRPqafsgqM,0,1,Debra L. Ward,"[""recp8AfepuIJngrGM""]",class_oog,Rosmel's Silver Rose,"[""reccF3ty9Y02b2rfe""]",1,Madelyn,recfX9tkRPqafsgqM,"[""recndAQc2jxNEagYU""]",Madelyn Oster,,,,,,
