record_id,entry_no,rec_id,Created,horse,trainer,horse_display (from horses),horses,source,rider,riders,rider_display (from riders),trainers,trainer_display (from trainers),barn_name,entry_go_times,wec-alerts,class_oog,class_oog_staging,get_orders,get_rings,class_results,get_rings 2,get_orders 2,wec_entry_comments,wec_class_comments,wec_comment_presets,wec_question_templates,wec_sessions,wec_comments,wec_ring_checkins,waze_users,wec_observations,wec_ring_comments
recZ6BL0BCOlvOkkq,2658,recZ6BL0BCOlvOkkq,2026-07-01T15:15:34.000Z,Bob,,,,get_rings.php,,,,,,,,,,,"[""recgPHWBuBvTpydIY""]","[""recMAxA8cWQ1mTkCe""]",,"[""recMAxA8cWQ1mTkCe""]","[""recgPHWBuBvTpydIY""]",,,,,,,,,,
recZ6ePCGKjsNz47Y,2628,recZ6ePCGKjsNz47Y,2026-06-12T03:10:20.000Z,Eiffel,John Paulsen,[null],"[""recga1p2gHq74cRn0""]",class_oog,Heidi Paulsen,"[""rec5MlL9OQJ3jlSbG""]","[""Heidi""]","[""recNSLAabY22Iw1Z1""]",,,,,,,,,,,,,,,,,,,,,
recZ969Ndb9cj3ytT,2623,recZ969Ndb9cj3ytT,2026-06-09T23:09:50.000Z,Sophistakkato,Debra L. Ward,[null],"[""recsAV7EC1XCcjVLn""]",class_oog,Katherine Nunez,"[""rec24xHDnlr7Kj1lY""]","[""Katherine""]","[""recp8AfepuIJngrGM""]",,,,,,,,,,,,,,,,,,,,,
recZAqR8gjvCXznoZ,2492,recZAqR8gjvCXznoZ,2026-06-18T11:46:12.000Z,Hsh Quotable,,[null],"[""rec3kC5uJeKCGejsJ""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recZCAIssSoXpxso6,274,recZCAIssSoXpxso6,2026-07-01T05:25:59.000Z,,,,,,,,,,,,"[""recvTVe1wjkzk2hyd"",""recm6uJd9ktr3Xbat""]","[""recBkvR0BruoRrw4C"",""recJnhZomwF9vvUuK""]","[""recL8OkkdkjbJfQpX"",""rechA7jYiiL6fyLsb"",""reca6mOceLj9j9o48""]","[""rec8KzLmn6Q9F81ln"",""recvQacAs9Cb1jG2L""]",,,,,,,,,,,,,,,
recZDAxAONTYwOS6n,1296,recZDAxAONTYwOS6n,2026-06-09T23:09:50.000Z,Calou Us,Alan Korotkin,"[""Calou""]","[""recj66LMLWzXwAZwU""]",class_oog.php,Tanner Korotkin,"[""rececJFgkUViuuW0F""]","[""Tanner""]","[""recFIHTcArQhILyAc""]","[""CWF""]","[""Calou""]","[""recfeUZ5OQOejscGE""]","[""recXTGUMyEWeLwjl1"",""rec67Uhs5GP71OdVY""]","[""recLzfDGfDCYxEADh"",""recT4PieIgfPfYG2q""]","[""recDl5FAgsOqLPneE""]",,,,,,,,,,,,,,,
recZEWnkjgpa4OQns,1777,recZEWnkjgpa4OQns,2026-06-09T23:09:50.000Z,Bz Cancara,Antonio J. Martinez,[null],"[""rec0H5iFT348zvgKI""]",class_oog,Gia Pallitto,"[""recZVjIZbv3aB4HuP""]","[""Gia""]","[""recoIakTck18pHikM""]",,,,,,,,,,,,,,,,,,,,,
recZH5LJ6exgReT0B,2127,recZH5LJ6exgReT0B,2026-06-12T03:10:21.000Z,Yalambi's Jingle Bell,Scott Keach,[null],"[""recgzUaQSWiYF5FDr""]",class_oog,Zara Adnams,"[""recbFJhHS5IlTuTPc""]","[""Zara""]","[""recAxFIoUH9sfVhnS""]",,,,,,,,,,,,,,,,,,,,,
recZHr1YLaKCu8owF,1566,recZHr1YLaKCu8owF,2026-06-09T23:09:50.000Z,Itos S,Antonio J. Martinez,[null],"[""recEPT41M7QgVeNUp""]",class_oog,Noemi Koziol,"[""reciFnFY2wXYdozii""]","[""Noemi""]","[""recoIakTck18pHikM""]",,,,,,,,,,,,,,,,,,,,,
recZJzNfAeLstAbSR,1793,recZJzNfAeLstAbSR,2026-06-09T23:09:50.000Z,Comme Il Hero Z,Matthew Le Master,[null],"[""recRQAnDUUMqYpinp""]",class_oog.php,Matthew Le Master,"[""recDLNYS4jejx7XWt""]","[""Matthew""]","[""recN9E8BVaEfvKU1x""]",,,,,,,,,,,,,,,,,,,,,
recZNJ7ALepjMkTD7,1198,recZNJ7ALepjMkTD7,2026-06-11T11:39:23.000Z,Luau,Stephanie Free,[null],"[""rec5IMARVeIPrAwrw""]",class_oog,Alyssa Padlo,"[""recXmEN1YTg2iS1Mk""]","[""Alyssa""]","[""recBVRfeR9i4COiwE""]",,,,,,,,,,,,,,,,,,,,,
recZNJ9sLZjsWr4Mc,1945,recZNJ9sLZjsWr4Mc,2026-06-11T11:39:25.000Z,Action Girl Z,Casey M. Millis,[null],"[""recHMJlKzrbejcORZ""]",class_oog,Casey M. Millis,"[""recNzSUHTpZtd7NWZ""]","[""Casey""]","[""recBrEtNpXmVIRzK3""]",,,,,,,,,,,,,,,,,,,,,
recZeRDlzip5lxPtT,2702,recZeRDlzip5lxPtT,2026-06-09T23:09:50.000Z,For Jens Z,Dana G. Waters,[null],"[""recPI4PUWEIWkoNxr""]",class_oog.php,Patrick R. Wilcher,"[""rec3gQl0aV9rigp2y""]","[""Patrick""]","[""recC9TviwdEjxgABW""]",,,,,,,,,,,,,,,,,,,,,
recZf5JilxOykAhlL,2987,recZf5JilxOykAhlL,2026-06-09T23:09:50.000Z,Million's Crack Ki,Luciano Dome,[null],"[""recvaFmeyxN8zUwyx""]",class_oog,Stella Kraemer,"[""rec0G59EnQRnDao5X""]","[""Stella""]","[""recjYsJmAKVPUAG2i""]",,,,,,,,,,,,,,,,,,,,,
recZhshSDnMVLef3m,2373,recZhshSDnMVLef3m,2026-06-12T17:24:27.000Z,Rozsa,Anthony Sauriol,[null],"[""recBEKQFHtHWNpX0V""]",class_oog.php,Anthony Sauriol,"[""recUwNcxdLMqUK3KT""]","[""Anthony""]","[""recIKamH37qEBTrF7""]",,,,,,,,,,,,,,,,,,,,,
recZjVJhvDeW8E4h6,2633,recZjVJhvDeW8E4h6,2026-06-09T23:09:50.000Z,Dimazzo,Leah Lang-Gluscic,[null],"[""recZkCFReFrLUJo2s""]",class_oog.php,Leah Lang-Gluscic,"[""rec974lTBQb8pAelY""]","[""Leah""]","[""recpHh1PShXkwhM2V""]",,,,,,,,,,,,,,,,,,,,,
recZnssMwPiGKbLvF,1435,recZnssMwPiGKbLvF,2026-06-09T23:09:50.000Z,Hellcat,Megan O'Brien,[null],"[""recxGALw1YEWdE4UY""]",class_oog.php,Megan O'Brien,"[""rec5ajwSmFOn8GV9H""]","[""Megan""]","[""rec18D1jOyn6X42k9""]",,,,,,,,,,,,,,,,,,,,,
recZpqPhNHYT2KGLP,2155,recZpqPhNHYT2KGLP,2026-06-09T23:09:50.000Z,La Luciole,Jacqueline Steffens Daly,[null],"[""recpjmVkhaMa5uNgi""]",class_oog.php,Jacqueline Steffens Daly,"[""recVEALy4YPkqWZIK""]","[""Jacqueline""]","[""rec3YjZUNtuqDJ0nC""]",,,,,,,,,,,,,,,,,,,,,
recZqFdHXmURIhVhk,1034,recZqFdHXmURIhVhk,2026-06-12T17:24:27.000Z,Cadans Z,Dominique H. Damico,[null],"[""recctkWYVvDkvWYI5""]",class_oog,Sarah Callahan,"[""recandUNivppmOwX6""]","[""Sarah""]","[""recUSP9h7nazUAhZI""]",,,,,,,,,,,,,,,,,,,,,
recZrqsPurBAf5Ep8,1772,recZrqsPurBAf5Ep8,2026-06-12T03:10:20.000Z,Harbor Boy,Brooke Eddy,[null],"[""rectI6Ru9zyzGnrBA""]",class_oog,Fallon Badini,"[""recJuaov51EBccleb""]","[""Fallon""]","[""reclpyjsxImYb6Ul2""]",,,,,,,,,,,,,,,,,,,,,
recZu88uJonIdPVyP,1927,recZu88uJonIdPVyP,2026-06-12T03:10:20.000Z,Hicorino,Derek Van Der Burgh,[null],"[""reccnNFYTQBX07Nav""]",class_oog,Brooke Borges,"[""rec306qqGUUlLMqAD""]","[""Brooke""]","[""recw2AcufXB3OnYyW""]",,,,,,,,,,,,,,,,,,,,,
recZzqcKYNFbxV7Pp,2152,recZzqcKYNFbxV7Pp,2026-06-09T23:09:50.000Z,Bluebelle,Andres A. Correa,[null],"[""recZP6wgonkpwI9SZ""]",class_oog.php,Andres A. Correa,"[""rechwnqfyZjTTKeIr""]","[""Andres""]","[""recl4930Uvn00qNs0""]",,,,,,,,,,,,,,,,,,,,,
reca0h4RLbgEQB1f6,1543,reca0h4RLbgEQB1f6,2026-06-11T11:39:21.000Z,Ironclad's Fairmont,Dominique H. Damico,[null],"[""rect0uldbYtw7E0RS""]",class_oog.php,Randi Callahan,"[""recBvnLmlMg8sppYy""]","[""Randi""]","[""recUSP9h7nazUAhZI""]",,,,,,,,,,,,,,,,,,,,,
reca6JPxYZPlxbSyK,215,reca6JPxYZPlxbSyK,2026-06-15T13:18:54.000Z,Conlugo Ps,Gaston Escamez,[null],"[""recEKjMLxbot8wxp8""]",class_oog,Lawson Whitaker,"[""recQegkSIOiKIORwi""]","[""Lawson""]","[""recZAL84Ujr0QX9cW""]",,,,,,,,,,,,,,,,,,,,,
reca9DLtSE2IygyqS,179,reca9DLtSE2IygyqS,2026-06-15T13:18:54.000Z,Farinjo Des Mec,Bliss Heers,[null],"[""recZXpsfx2TknH6J1""]",class_oog,Bliss Heers,"[""recXovs9KjxpTkCpj""]","[""Bliss""]","[""recKF0YhvyIihzny3""]",,,,,,,,,,,,,,,,,,,,,
reca9rzGRwNyYhf9J,3243,reca9rzGRwNyYhf9J,2026-06-20T16:25:50.000Z,Konig Der Loewen,,[null],"[""recbJLQI3Cl1oZzzw""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recaDBKCxqYv7GOz2,1554,recaDBKCxqYv7GOz2,2026-06-09T23:09:50.000Z,Going Global,Jenny Miller,[null],"[""recgDxmw0ekKbzKcA""]",class_oog.php,Jenny Miller,"[""recuCjfT3Zi0PZ7TV""]","[""Jenny""]","[""recUyPOPB2XxAGJpk""]",,,,,,,,,,,,,,,,,,,,,
recaEXjAW8CwJkP3y,2412,recaEXjAW8CwJkP3y,2026-06-20T18:13:14.000Z,Invicta,,[null],"[""recIAVoMMZNqvREtd""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recaKN30sYkeitstu,3192,recaKN30sYkeitstu,2026-06-13T01:35:34.000Z,Raise A Glass CF,Maya Abdallah,[null],"[""recT3Q3BVFUqScBIP""]",class_oog,Serene Moumnine,"[""rec6DLuiZHDSdzLF9""]","[""Serene""]","[""recI1g5Ddvuo2Aqkw""]",,,,,,,,,,,,,,,,,,,,,
recaUTGJY1Dqd5k87,2249,recaUTGJY1Dqd5k87,2026-06-20T17:37:14.000Z,Heaven Sent,,[null],"[""recOwxWNpxKuk4Z0w""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recaWvN0eKTl3rKul,3012,recaWvN0eKTl3rKul,2026-06-12T17:24:28.000Z,Frf Athena,Lynn M. Reed,[null],"[""recw36gcBqoExUts8""]",class_oog.php,Lynn M. Reed,"[""recxDhjsFLj5GbY1X""]","[""Lynn""]","[""recVgcYuvsyU3zc15""]",,,,,,,,,,,,,,,,,,,,,
recabD0Iks2s2NpGr,2935,recabD0Iks2s2NpGr,2026-06-09T23:09:50.000Z,Paseana,Jelmer Hoekstra,[null],"[""recLierzXmARsRhOF""]",class_oog.php,Jelmer Hoekstra,"[""recc4s9XxQqAv1rup""]","[""Jelmer""]","[""recqI6AanH1zv5CGV""]",,,,,,,,,,,,,,,,,,,,,
recafuQDey3Oa9B8I,3169,recafuQDey3Oa9B8I,2026-07-01T19:59:59.000Z,,,,,,,,,,,,,,,,"[""recm2b4R0saPphbR1""]",,,,"[""recm2b4R0saPphbR1""]",,,,,,,,,,
recakoUJRxtoXug8S,2459,recakoUJRxtoXug8S,2026-07-01T17:25:51.000Z,Love Language,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recapGYrzFMkcjXfX,3242,recapGYrzFMkcjXfX,2026-07-01T16:18:37.000Z,Kinsale,,,,get_rings.php,,,,,,,,,,,"[""recXX7WlvmoOQzPF9""]",,,,"[""recXX7WlvmoOQzPF9""]",,,,,,,,,,
recapiXQPWvNxuZL6,1420,recapiXQPWvNxuZL6,2026-06-12T03:10:20.000Z,Cierra,Meghan Green,[null],"[""recS5xAw61CzSznVk""]",class_oog,Liza Guettler,"[""rec1AU4meQ1ffufH5""]","[""Liza""]","[""recY4IG5M0Ub1eRP6""]",,,,,,,,,,,,,,,,,,,,,
recapyDbSLzsXQHmD,3849,recapyDbSLzsXQHmD,2026-07-01T15:42:34.000Z,Glen,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recarEx7mlbqpeP8N,1709,recarEx7mlbqpeP8N,2026-06-09T23:09:50.000Z,Headleys Kinetic,Anne L. Bingler,[null],"[""recYcjfuToIDFnZ8k""]",class_oog.php,Anne L. Bingler,"[""rechuzUPNLOsASgzX""]","[""Anne""]","[""rec3S9KikkQrKgX8L""]",,,,,,,,,,,,,,,,,,,,,
recarNLMWih1VSow5,3625,recarNLMWih1VSow5,2026-07-01T16:50:56.000Z,Lankom Amg,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recauzEWZogoAhBmF,1042,recauzEWZogoAhBmF,2026-06-09T23:09:50.000Z,Maiki,Alan Korotkin,"[""Maiki""]","[""recMWdp7zaE1i2Gzl""]",class_oog,Taylor Oakvik,"[""recD4asSzMCiJoxEc""]","[""Taylor""]","[""recFIHTcArQhILyAc""]","[""CWF""]","[""Maiki""]","[""recKPPbxRShj4w1HS"",""recQP0wSqj9XJZtIT""]","[""rec0LMXjTF3BZ4UwF"",""recZXt8LqQBSBHEmh""]","[""rec3I9jr95GmQPfyi"",""recQET6bE27KKYyhQ"",""recYqFMhzIJ1j57L9""]","[""recOpPnhh7xklkifh"",""rec7c4JvVPFXSEuXm""]",,,,,,,,,,,,,,,
recawK4STNftWVsnu,1196,recawK4STNftWVsnu,2026-06-11T11:39:21.000Z,Carolina Bay,Stephanie Free,[null],"[""recsJ5fy4cS6erdA0""]",class_oog,Emily Mckendry,"[""recZCGuytgOV0ElOg""]","[""Emily""]","[""recBVRfeR9i4COiwE""]",,,,,,,,,,,,,,,,,,,,,
recayKzI158ZQuZFC,2342,recayKzI158ZQuZFC,2026-06-17T20:54:40.000Z,Diamant's Legendary Na,,[null],"[""rec4bN93G6AbJCFL8""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recb53GpxiO8qrZKB,3024,recb53GpxiO8qrZKB,2026-06-18T19:32:24.000Z,Frf Royal Decree,,[null],"[""recutTI5J0c4QpDUy""]",get_rings.php,,,,,,,,,,,"[""recfnQasSLEQlvHJt""]","[""reclSjUBzoTvCL9Mk""]",,"[""reclSjUBzoTvCL9Mk""]","[""recfnQasSLEQlvHJt""]",,,,,,,,,,
recb5aLOWcDGO2C5d,1853,recb5aLOWcDGO2C5d,2026-06-09T23:09:50.000Z,Indiana De Riverland,Declan Egan,[null],"[""recWqVGgbAp7EX3bA""]",class_oog.php,Declan Egan,"[""recaZx28r0BSMxn0j""]","[""Declan""]","[""recGOZOt71dcEAmvp""]",,,,,,,,,,,,,,,,,,,,,
recb666cCgReqLBEk,2629,recb666cCgReqLBEk,2026-06-11T11:39:24.000Z,On The Clock,John Paulsen,[null],"[""rec8yCaafwHR1yQyp""]",class_oog,Heidi Paulsen,"[""rec5MlL9OQJ3jlSbG""]","[""Heidi""]","[""recNSLAabY22Iw1Z1""]",,,,,,,,,,,,,,,,,,,,,
recb8kY0wI96J5yl3,1222,recb8kY0wI96J5yl3,2026-06-09T23:09:50.000Z,Ladies Night,Megan Wexler,[null],"[""recdSr39X3oOJZjOa""]",class_oog.php,Megan Wexler,"[""recNZdF2y3UymF3hZ""]","[""Megan""]","[""recbDjphoL8qMtSeW""]",,,,,,,,,,,,,,,,,,,,,
recb9c821crhAUlDV,1284,recb9c821crhAUlDV,2026-06-11T11:39:23.000Z,Kalipso,Katie Moniz Floyd,[null],"[""reciDl1LwDLLI8xUE""]",class_oog.php,Katie Moniz Floyd,"[""rectLFrMEjn7PuMvr""]","[""Katie""]","[""recPMskDVL2pcUFPb""]",,,,,,,,,,,,,,,,,,,,,
recbBkivjo9pQUAWb,2528,recbBkivjo9pQUAWb,2026-06-12T03:10:21.000Z,Indigo,Gianni Gabrielli,[null],"[""rec1SE5SwPnnar75T""]",class_oog,Jesus A. Rigu,"[""recbrgeNFLBoH10vu""]","[""Jesus""]","[""recBAzsT29cV74CnZ""]",,,,,,,,,,,,,,,,,,,,,
recbBuCGoa2DVvxQE,2107,recbBuCGoa2DVvxQE,2026-06-09T23:09:50.000Z,Mary J,Isaac Leffkowitz,[null],"[""recydrjm8EMegldSp""]",class_oog,Rebecca A. Milliken,"[""rec6PfdUq1V5Pn86W""]","[""Rebecca""]","[""rec7ppaIMqZuirHoA""]",,,,,,,,,,,,,,,,,,,,,
recbGqLyZT0TzaKIA,3139,recbGqLyZT0TzaKIA,2026-07-01T13:33:38.000Z,Skylar,,,,get_rings.php,,,,,,,,,,,"[""recmPOE9MZgLUu3ob""]","[""recknztCLn2qjGMcO""]",,"[""recknztCLn2qjGMcO""]","[""recmPOE9MZgLUu3ob""]",,,,,,,,,,
recbILz4rBUcKWHxq,1259,recbILz4rBUcKWHxq,2026-06-12T17:24:26.000Z,Calimero Z,Ben Taylor,[null],"[""recuANGzKQsiYIjUk""]",class_oog,Mallory Vale,"[""recCyC3z96ioVgKzW""]","[""Mallory""]","[""recmTGLWfZLnyH6TK""]",,,,,,,,,,,,,,,,,,,,,
recbJbaJrLSZZhemR,2021,recbJbaJrLSZZhemR,2026-06-11T11:39:21.000Z,Crescendo 55,Heather Dayner,[null],"[""recSDfMJUKijBPzEd""]",class_oog.php,Andrea Clark,"[""recGmNTAC24c74vst""]","[""Andrea""]","[""rectbL4oLPTwFxdNp""]",,,,,,,,,,,,,,,,,,,,,
recbKbRy6uWOYVoxn,1914,recbKbRy6uWOYVoxn,2026-06-11T11:39:24.000Z,D’or E’cureuil,Bryce P. Richardson,[null],"[""recW0GoCQ4adET3oP""]",class_oog.php,Bryce P. Richardson,"[""recmy93tzMkYZukPY""]","[""Bryce""]","[""rectIwXBJfkrEAaOG""]",,,,,,,,,,,,,,,,,,,,,
recbLGzVtUzPM0ehq,1646,recbLGzVtUzPM0ehq,2026-06-09T23:09:50.000Z,Con Sol,Juan A. Rodriguez Silva,[null],"[""reca0IEMDAmS3AqYR""]",class_oog,Nicole Presa Tejada,"[""rechqgzesv0gfUZwq""]","[""Nicole""]","[""reclu4ZfxeCUoDgLA""]",,,,,,,,,,,,,,,,,,,,,
recbMUxRpLNLEqBal,2884,recbMUxRpLNLEqBal,2026-06-09T23:09:50.000Z,Karma,Ryan Michael Genn,[null],"[""recMAuWjmb6Ae7iB7""]",class_oog.php,Ryan Michael Genn,"[""recxzzbGbfXwvPmbw""]","[""Ryan""]","[""rec1uM1UghdnlA4Hq""]",,,,,,,,,,,,,,,,,,,,,
recbN9hcuwyHaXSOt,2082,recbN9hcuwyHaXSOt,2026-06-12T03:10:20.000Z,Blue Magic,Madison Daughdrill,[null],"[""reccwK3wNlr8Gr3b5""]",class_oog,Anslee Bell,"[""recvQT9BbjlLzBWkJ""]","[""Anslee""]","[""recQXTpW29gQ8CQhu""]",,,,,,,,,,,,,,,,,,,,,
recbNkeX7Ld3HWbxU,2093,recbNkeX7Ld3HWbxU,2026-06-09T23:09:50.000Z,Dragonfly,Andrew C. Welles,[null],"[""recnQCHBCJ0H6rae3""]",class_oog.php,Nora Nauss,"[""recf8UPoJAute0lLH""]","[""Nora""]","[""rectc0mHofDhAxAVA""]",,,,,,,,,,,,,,,,,,,,,
recbQlO6CvoZuDUWm,2531,recbQlO6CvoZuDUWm,2026-06-12T03:10:21.000Z,Satis Van Het Moeshof,Gianni Gabrielli,[null],"[""rec0FivSfh6MsyTIM""]",class_oog,Jesus A. Rigu,"[""recbrgeNFLBoH10vu""]","[""Jesus""]","[""recBAzsT29cV74CnZ""]",,,,,,,,,,,,,,,,,,,,,
recbTTLdQQzmaK8Yy,1099,recbTTLdQQzmaK8Yy,2026-06-13T00:10:27.000Z,Cms Who's The Man,Morgan Taylor,[null],"[""recdanmPVXbmzN9w1""]",class_oog,Madison Boutilier,"[""recQk7a0vqvqeHwYS""]","[""Madison""]","[""rec0wCs5ZzmAW8kSL""]",,,,,,,,,,,,,,,,,,,,,
recbZwSP6BzBgUDSP,210,recbZwSP6BzBgUDSP,2026-06-18T14:46:42.000Z,Bull Run's Risen,,[null],"[""recDPvYlNsDxPWRxN""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recbbC4cEx63PP1dA,2522,recbbC4cEx63PP1dA,2026-06-09T23:09:50.000Z,Remix De Ganad,August Torsilieri,[null],"[""reczGNyixcrHeEGRz""]",class_oog,Wendell Abraham,"[""reclzewcZLj2VWKNz""]","[""Wendell""]","[""recel7Tui1CFiT95R""]",,,,,,,,,,,,,,,,,,,,,
recbcJelLtShLACB0,2172,recbcJelLtShLACB0,2026-06-09T23:09:50.000Z,Castell 21,Megan Gardiner,[null],"[""recDtVYDKNlqH6xXc""]",class_oog,Amanda Gardiner,"[""recLDDDVjl8UWm6VT""]","[""Amanda""]","[""recfC6qStEmrNdY3c""]",,,,,,,,,,,,,,,,,,,,,
recbf6iOpW2tMd2cU,2975,recbf6iOpW2tMd2cU,2026-06-12T03:10:21.000Z,Plush Ponies' Kickapoo Kiwi Bliss,No Trainer,[null],"[""recXahvq9OxhIGmPd""]",class_oog.php,Sofia Clark,"[""recFAEZkb410RquB4""]","[""Sofia""]","[""rectmuBKijy6rE4R4""]",,,,,,,,,,,,,,,,,,,,,
recbgWWvdLtzPxRIW,197,recbgWWvdLtzPxRIW,2026-06-15T13:18:54.000Z,Balou De Revel,Juan A. Rodriguez Silva,[null],"[""rechgSYQRQw5Od3P3""]",class_oog,Emilio Medina,"[""recxq3x3oKp3xoKiz""]","[""Emilio""]","[""reclu4ZfxeCUoDgLA""]",,,,,,,,,,,,,,,,,,,,,
recbgldNCIUiH43uJ,3264,recbgldNCIUiH43uJ,2026-06-18T17:48:40.000Z,It's Easy,,[null],"[""recCDqPJQ4QKdZ6HW""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recbhoeEZbeIiWOod,1424,recbhoeEZbeIiWOod,2026-06-09T23:09:50.000Z,Arthur,Stefano Baruzzo,[null],"[""recOEUEDDZHmRlkKO""]",class_oog.php,Stefano Baruzzo,"[""rec8ChXFoOgj2B53g""]","[""Stefano""]","[""recqebjIKM3r0tkep""]",,,,,,,,,,,,,,,,,,,,,
recbjLwlo9lhPfYJN,3097,recbjLwlo9lhPfYJN,2026-06-11T11:39:25.000Z,Jet Setter,Carlos Aguirre,[null],"[""recdoTrdHp6vzz5uX""]",class_oog,Jana Schwartzberg,"[""recxLjC7HUMdCYgIG""]","[""Jana""]","[""rec1FgPVFDZY2PmXP""]",,,,,,,,,,,,,,,,,,,,,
recbkPoe4t8Irl2NP,2940,recbkPoe4t8Irl2NP,2026-06-09T23:09:50.000Z,Obora’s Sandman,Marissa Creviston,[null],"[""recKf2iviypuesPFP""]",class_oog.php,Marissa Creviston,"[""rec80MabN4TywgT9f""]","[""Marissa""]","[""recUr6Fi772oNLJ5v""]",,,,,,,,,,,,,,,,,,,,,
recblspk3KEWqGdwI,2150,recblspk3KEWqGdwI,2026-06-12T17:24:28.000Z,Marty Mcfly,Abby Strohmeyer,[null],"[""recyq1Gg56Suwi23T""]",class_oog.php,Abby Strohmeyer,"[""rech7TFqfgZVXf3mn""]","[""Abby""]","[""recHr7nRG7cRW4hq4""]",,,,,,,,,,,,,,,,,,,,,
recbnlfnvtulJzkOU,3398,recbnlfnvtulJzkOU,2026-06-19T16:27:45.000Z,Brume De La Catiniere,,[null],"[""rec64hYkUQPbZkx96""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recbnrH2OpnjTaOko,1310,recbnrH2OpnjTaOko,2026-06-18T16:19:16.000Z,Clarissima 3,,[null],"[""recWpAjjk6PJt7BXK""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recbudwFhpwTGxAjY,177,recbudwFhpwTGxAjY,2026-06-15T13:18:53.000Z,Ezarka De Belheme,Sydney Rowland,[null],"[""recTTq34WC55wI9mR""]",class_oog,Lexi Ferder,"[""rec49jKVAw5ScYA7G""]","[""Lexi""]","[""recFsMRQIqS8lWRWR""]",,,,,,,,,,,,,,,,,,,,,
recbyeHnj0OT9sByX,1246,recbyeHnj0OT9sByX,2026-06-09T23:09:50.000Z,Redbull 33 Vdh,Brittni A. Raflowitz,[null],"[""recq7zGeSM734iPDV""]",class_oog.php,Brittni A. Raflowitz,"[""recuB93tp86huMHOF""]","[""Brittni""]","[""recU3IaijfKlg4V10""]",,,,,,,,,,,,,,,,,,,,,
recc0jIcjOJMEQbuG,2191,recc0jIcjOJMEQbuG,2026-06-12T03:10:20.000Z,Willy Wonka Wb,Jenelle Branom,[null],"[""receKOZoWQrdEGWSG""]",class_oog,Danielle Guy,"[""recYDYpVKNJFGCcQZ""]","[""Danielle""]","[""recmuuXibSUSiIg5P""]",,,,,,,,,,,,,,,,,,,,,
recc3qtk9B4PThAco,2335,recc3qtk9B4PThAco,2026-07-01T14:45:36.000Z,S&l Protector,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
recc51YkKZgpedrZ0,1706,recc51YkKZgpedrZ0,2026-06-09T23:09:50.000Z,Airway Semilly,Anne L. Bingler,[null],"[""reccYIQBX3mYMUiWX""]",class_oog,Ella Walker,"[""recpgVv0PoTAjefFa""]","[""Ella""]","[""rec3S9KikkQrKgX8L""]",,,,,,,,,,,,,,,,,,,,,
recc7xn13H6oiCRUV,2559,recc7xn13H6oiCRUV,2026-06-09T23:09:50.000Z,Dee Dee Gz,Spencer Brittan,[null],"[""recNm9iI4P34OMHyE""]",class_oog.php,Samantha Fields,"[""recCGQAHzRxj61j7x""]","[""Samantha""]","[""recqByBk0EpjI9rLn""]",,,,,,,,,,,,,,,,,,,,,
recc8aAieevJGkavk,3653,recc8aAieevJGkavk,2026-07-01T18:54:37.000Z,All Is Well,,,,get_rings.php,,,,,,,,,,,"[""recIjUt5XNw46sjsf""]","[""rec0zieKh81rI0WPC""]",,"[""rec0zieKh81rI0WPC""]","[""recIjUt5XNw46sjsf""]",,,,,,,,,,
reccCfGnZ8zvRzXiZ,3844,reccCfGnZ8zvRzXiZ,2026-07-01T13:21:33.000Z,Nadini F,,,,get_rings.php,,,,,,,,,,,,"[""rece4lTK00PwTA9iq""]",,"[""rece4lTK00PwTA9iq""]",,,,,,,,,,,
reccFg4JNik72evV7,2196,reccFg4JNik72evV7,2026-06-09T23:09:50.000Z,Kan So,Sharn L. Wordley,[null],"[""recumKdAjpMtCp9Q8""]",class_oog.php,Diego Farje,"[""reca28cCzi6t0iAKS""]","[""Diego""]","[""recqmThVFmsIM6E8t""]",,,,,,,,,,,,,,,,,,,,,
reccII7BFSPqJETYJ,1105,reccII7BFSPqJETYJ,2026-06-09T23:09:50.000Z,Legacy Rs,Benjamin J. Meredith,[null],"[""recLFC3oXN6C15kPh""]",class_oog.php,Lauren E. Hough,"[""recoEG978VWcbWV8X""]","[""Lauren""]","[""reccRPUdMRZMCiJuf""]",,,,,,,,,,,,,,,,,,,,,
