record_id,show_no,trainer,trainer_display,tag,active
rec5Zl0N5TXr6Cc95,14909,Celso Ariani,Celso Ariani,,0
rec5aqepy6NAiz9DN,14909,Tony Doran,Tony Doran,,0
rec66J2Ps6QIW80Eq,14909,Terry L. Brown,Terry L. Brown,,0
rec6D1SUrQr1IYJyM,14909,Lindsay Haselden,Lindsay Haselden,,0
rec6UiZPMcNsltg3J,14909,Brian Murphy,Brian Murphy,,0
rec6npIsj2ldcOqWZ,14909,Katie Rudnick,Katie Rudnick,,0
rec6szCleq8yE3JIq,14909,Traci A. Weston,Traci A. Weston,,0
rec7DXITsIiRKUwVT,14909,Hanna Pieri,Hanna Pieri,,0
rec7ppaIMqZuirHoA,14909,Isaac Leffkowitz,Isaac Leffkowitz,,0
rec7yDpRrnFHdpEyR,14909,Taylor St Jacques,Taylor St Jacques,,0
rec8idqGtfg38fRMa,14909,Gabriela Tirado,Gabriela Tirado,,0
rec9BblNEY7tpcFkm,14909,Derek Petersen,Derek Petersen,,0
rec9hQVBgpLiTbKmW,14909,Angela Swanson,Angela Swanson,,0
rec9nE2B2j1bOmqTB,14909,John Michael Durr,John Michael Durr,,0
recAQw955LG6uVCeK,14909,Kirk Webby,Kirk Webby,,0
recARZMqQrFq9nlEp,14909,Christine Davis,Christine Davis,,0
recAxFIoUH9sfVhnS,14909,Scott Keach,Scott Keach,,0
recBAzsT29cV74CnZ,14909,Gianni Gabrielli,Gianni Gabrielli,,0
recBIuBmnjIBnlRT9,14909,Wilton J. Porter,Wilton J. Porter,,0
recBVRfeR9i4COiwE,14909,Stephanie Free,Stephanie Free,,0
recBZQ9mU0STvFbPL,14909,Juliann W. Cunningham,Juliann W. Cunningham,,0
recBrA49Tjkqwn7cF,14909,Caitlin Maloney,Caitlin Maloney,,0
recBrEtNpXmVIRzK3,14909,Casey M. Millis,Casey M. Millis,,0
recC9TviwdEjxgABW,14909,Dana G. Waters,Dana G. Waters,,0
recCFl6Vtsl54ifqL,14909,River A. Wylde,River A. Wylde,,0
recCKrp47ssN1kRIV,14909,Kathleen A. Rice,Kathleen A. Rice,,0
recCbBJMoJvofncZW,14909,Vicente Guillen,Vicente Guillen,,0
recCsEeP9dMvgyAPE,14909,Jacqueline Green,Jacqueline Green,,0
recD8d72oDpyNe2Hi,14909,Pamela Gomez,Pamela Gomez,,0
recDlEaFgkwZNWGL7,14909,Tammy Blanchette,Tammy Blanchette,,0
recDrdlgXZrGchjA6,14909,Helen Goddard,Helen Goddard,,0
recEz6cLDl78OaJal,14909,Casey Johns,Casey Johns,,0
recF0DNzs4KcSZXwY,14909,Joanne Clemente,Joanne Clemente,,0
recFIHTcArQhILyAc,14909,Alan Korotkin,CWF,Alan Korotkin,1
recFYFjihQUcBvh6P,14909,Ivy Nyberg,Ivy Nyberg,,0
recFsMRQIqS8lWRWR,14909,Sydney Rowland,Sydney Rowland,,0
recGAk78qKHuklkI5,14909,Savannah Groselle,Savannah Groselle,,0
recGOZOt71dcEAmvp,14909,Declan Egan,Declan Egan,,0
recGQXJ8M2eFcl9W7,14909,Stephanie Frey,Stephanie Frey,,0
recGc5Brn264xxwLl,14909,Angela Gais,Angela Gais,,0
recHNjiHOpvxP5N0r,14909,Rob Billings,Rob Billings,,0
recHOKa6KSlvHuryw,14909,Lauren E. Hough,Lauren E. Hough,,0
recHOVfz50z5VV3gG,14909,Lindsay Barrack,Lindsay Barrack,,0
recHqozruF4gofU4W,14909,Grant Seger,Grant Seger,,0
recHr7nRG7cRW4hq4,14909,Abby Strohmeyer,Abby Strohmeyer,,0
recHszNt2lKTJ3vFH,14909,Linda J. Grover,Linda J. Grover,,0
recI1AZhpQDfY3cRY,14909,Jasmine Walsh,Jasmine Walsh,,0
recI1g5Ddvuo2Aqkw,14909,Maya Abdallah,Maya Abdallah,,0
recIKamH37qEBTrF7,14909,Anthony Sauriol,Anthony Sauriol,,0
recIKurBKhyE9TxmA,14909,Andras Szieberth,Andras Szieberth,,0
recIkAyumy88qaBpt,14909,Lukene Arenas,Lukene Arenas,,0
recIorvNwvWPlOR66,14909,Manuel G. Torres,Manuel G. Torres,,0
recJZPYAhA0EEsHd8,14909,Robin Swinderman Mitchell,Robin Swinderman Mitchell,,0
recJe0LFDSWmZkYs4,14909,Kelsey Duffy,Kelsey Duffy,,0
recJw4KTGszq5ixgY,14909,Alexandra Goetze Bell,Alexandra Goetze Bell,,0
recJyvaqZ3spBq50v,14909,Ashley Romano,Ashley Romano,,0
recKF0YhvyIihzny3,14909,Bliss Heers,Bliss Heers,,0
recKPpIDSj1ofUcQV,14909,Michael K. Kennedy,Michael K. Kennedy,,0
recKZfdrFY1v1ROxJ,14909,Lucia Rivas,Lucia Rivas,,0
recLhHBuV9elf7nB3,14909,Ariane Harris,Ariane Harris,,0
recMFDhEMIxKX7fmX,14909,Terrie E. Shibley,Terrie E. Shibley,,0
recMir2WcmMLTzpZq,14909,Erica Robson,Erica Robson,,0
recMsKXGUQA6BQOth,14909,Kim Taylor,Kim Taylor,,0
recN9E8BVaEfvKU1x,14909,Matthew Le Master,Matthew Le Master,,0
recNOjlJkQLR1qWTQ,14909,Julia Worden,Julia Worden,,0
recNSLAabY22Iw1Z1,14909,John Paulsen,John Paulsen,,0
recNlaJ4fNzGpH0Rf,14909,Dana Kurrle,Dana Kurrle,,0
recNpo5pbhuzTKAIi,14909,Jessica Collins,Jessica Collins,,0
recNr3QsitBPL9Xil,14909,Scott Diffey,Scott Diffey,,0
recNsOB5RbtRbnQ37,14909,Michael J. Mccormick,Michael J. Mccormick,,0
recNt8RCU3OfCIZg6,14909,Samantha Mccleerey,Samantha Mccleerey,,0
recOPpcKG9qWpofRT,14909,Alberto Michan,Alberto Michan,,0
recOdyCszUe4VTxPo,14909,Darragh Kerins,Darragh Kerins,,0
recPMskDVL2pcUFPb,14909,Katie Moniz Floyd,Katie Moniz Floyd,,0
recPdCHJm1UqhZjLu,14909,Brooklyn Castellano,Brooklyn Castellano,,0
recPjoErB5zrZjQMv,14909,Morgan Mulcahy,Morgan Mulcahy,,0
recPyfVVGkVn9fvlf,14909,Lizabeth Perez-Pascual,Lizabeth Perez-Pascual,,0
recQKeo6875JCjkvf,14909,Bruno Diniz Das Neves,Bruno Diniz Das Neves,,0
recQS2r3hlg93GR1c,14909,Alexa Marino Bacardi,Alexa Marino Bacardi,,0
recQUXHjJZbV57FsH,14909,Timothy Maddrix,Timothy Maddrix,,0
recQXTpW29gQ8CQhu,14909,Madison Daughdrill,Madison Daughdrill,,0
recQduwaFmkfTL3Xq,14909,Carson L. Ruff,Carson L. Ruff,,0
recQexushi8p8Xgll,14909,Mari Gromkowski,Mari Gromkowski,,0
recQp3uwHQgr5c03c,14909,Maddison Stephen,Maddison Stephen,,0
recReZ0D2zANcGXoH,14909,James Gentleman,James Gentleman,,0
recRlcCb6UzGjsfM8,14909,Addison Reed,Addison Reed,,0
recRnYU8EgCMCN4Tl,14909,Matt Martin,Matt Martin,,0
recS6sxPEULRVow6v,14909,Lincoln Russell,Lincoln Russell,,0
recS9EfEO0iZet31e,14909,Conan Conway,Conan Conway,,0
recSA6JLxXIoeqSGK,14909,Fernando Cardenas,Fernando Cardenas,,0
recSN0eF04okgAD8J,14909,Lisa Hasenbeck,Lisa Hasenbeck,,0
recSN4WGiXjlJgPc6,14909,Lesley Grant-Law,Lesley Grant-Law,,0
recSXI5qNI2oXZ7rL,14909,Mike Holtkamp,Mike Holtkamp,,0
recSXiCPwDmQ76cuQ,14909,Jake Evans,Jake Evans,,0
recScvZPMMmuVjpAg,14909,Maleah Lang Mcmahon,Maleah Lang Mcmahon,,0
recT8YlCbrNCIUBkI,14909,Chloe Mouton,Chloe Mouton,,0
recTFNzdSZ2WKI4Fx,14909,Madison Rose,Madison Rose,,0
recU1AQcmSYuCkBtn,14909,Patrick R. Wilcher,Patrick R. Wilcher,,0
recU3IaijfKlg4V10,14909,Brittni A. Raflowitz,Brittni A. Raflowitz,,0
recU7zogAuLVNKIfQ,14909,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,0
recUSP9h7nazUAhZI,14909,Dominique H. Damico,Dominique H. Damico,,0
recUjyRd7k0lTmyxS,14909,Aurora R. Rangel De Alba,Aurora R. Rangel De Alba,,0
recUkF0qsVXW5diOg,14909,Kendall Stephens,Kendall Stephens,,0
recUlyG8wMwlKopQw,14909,Shannon Y. Clifford,Shannon Y. Clifford,,0
recUpaBE2IKFd0lXw,14909,Jessica Cross,Jessica Cross,,0
recUr6Fi772oNLJ5v,14909,Marissa Creviston,Marissa Creviston,,0
recUuNz0eo9E9uBRD,14909,Joachim Englert,Joachim Englert,,0
recUyPOPB2XxAGJpk,14909,Jenny Miller,Jenny Miller,,0
recV9UeEpcw6UDEM9,14909,David Cameron,David Cameron,,0
recVgcYuvsyU3zc15,14909,Lynn M. Reed,Lynn M. Reed,,0
recVpkQDmdDLWOnf7,14909,Elizabeth C. de Golian,Elizabeth C. de Golian,,0
recVsz59iVCmUI0Nu,14909,Kyle Dewar,Kyle Dewar,,0
recWQdJafSZQqtOiB,14909,Bobby Boulger,Bobby Boulger,,0
recWb8kIRsV2w5Zj9,14909,Lauren Schweppe,Lauren Schweppe,,0
recWddmd29X3mTMwN,14909,Maisie Wagner,Maisie Wagner,,0
recWm4nXbUtPYpLCL,14909,Juan E. Hidalgo,Juan E. Hidalgo,,0
recWoImYqrWG0E1xh,14909,Jared P. Petersen,Jared P. Petersen,,0
recWymhFUK9NTB49o,14909,Katey Grau,Katey Grau,,0
recXKfhF5qV7KjRHI,14909,George J. Bessette,George J. Bessette,,0
recXPKDGyJI2y5uSY,14909,Jacob Fletcher,Jacob Fletcher,,0
recXVR08ixMVy2UwY,14909,Emily Plante,Emily Plante,,0
recXocXm551bESpPa,14909,Dawn Hersey,Dawn Hersey,,0
recXxIrcwPWBKHaoC,14909,Clark Montgomery,Clark Montgomery,,0
recXyfjbTanYPcKpl,14909,Cristobal Castro,Cristobal Castro,,0
recY4IG5M0Ub1eRP6,14909,Meghan Green,Meghan Green,,0
recYF9eSOEpYZn4Ko,14909,Kacey Conway,Kacey Conway,,0
recYHLnLkBMV7NSqx,14909,Kaleigh Holroyd,Kaleigh Holroyd,,0
recYSQRJjZGVMtbrM,14909,Josh Dolan,Josh Dolan,,0
recYYSG3rW61gLanZ,14909,Heather Froehlich Cortell,Heather Froehlich Cortell,,0
recYw9kALEWzAkVln,14909,Elizabeth D. Blaisdell,Elizabeth D. Blaisdell,,0
recZ3kmzycB7xwLfv,14909,Danielle Platt,Danielle Platt,,0
recZ41cgnoPOR4VSU,14909,Fabian Herrera,Fabian Herrera,,0
recZ63wDzSxekmuT7,14909,Stephanie King,Stephanie King,,0
recZAL84Ujr0QX9cW,14909,Gaston Escamez,Gaston Escamez,,0
recb5ZCQtoQItOePu,14909,Jordan Melfi,Jordan Melfi,,0
recbDjphoL8qMtSeW,14909,Megan Wexler,Megan Wexler,,0
recbHXO4TfreVzAVE,14909,Alyssa Amberge,Alyssa Amberge,,0
recbqlRFLweeL4BNZ,14909,Stefanie L. Collier,Stefanie L. Collier,,0
recc7BtlSMC456iwd,14909,Robert Mendoza,Robert Mendoza,,0
reccPpBL4rQYdBMJP,14909,Alison Jones,Alison Jones,,0
reccRPUdMRZMCiJuf,14909,Benjamin J. Meredith,Benjamin J. Meredith,,0
reccVab1jS62QQ5la,14909,Juan Benítez,Juan Benítez,,0
recclCEkrFrjDDv36,14909,Captain Brian Cournane,Captain Brian Cournane,,0
reccnhZlVCHJXjTVi,14909,Taryn M. Adamy,Taryn M. Adamy,,0
reccxT6yO7DM4d3NC,14909,Alyssa Pascucci,Alyssa Pascucci,,0
recdHGo38u6gzbP2H,14909,Taylor Manning,Taylor Manning,,0
recdxilKHsN0qZ3Fz,14909,Stacey L. Reser,Stacey L. Reser,,0
rece9iPIoEEaCPIqS,14909,Hanna R. Egan,Hanna R. Egan,,0
receCZCsNdOQDE9z9,14909,Camille Maynard,Camille Maynard,,0
receaA0lDaK9CffNz,14909,Daniel Michan,Daniel Michan,,0
recel7Tui1CFiT95R,14909,August Torsilieri,August Torsilieri,,0
recfAVsjydccXTqve,14909,Hector Florentino,Hector Florentino,,0
recfC6qStEmrNdY3c,14909,Megan Gardiner,Megan Gardiner,,0
recfKINr0VpNjmEXZ,14909,Michael Connors,Michael Connors,,0
recfWYHJT3O9VG1TG,14909,Thea N. Stinnett,Thea N. Stinnett,,0
recg0VzaMYRIuLt14,14909,Luis Pedro Biraben,Luis Pedro Biraben,,0
recgDRmlgICPwHaba,14909,Caroline Willard Briles,Caroline Willard Briles,,0
recgLDs1PX5pujyno,14909,Mario Garcia,Mario Garcia,,0
recgYbnUCVZoIzP1M,14909,Joshua Tabor,Joshua Tabor,,0
rech8z7SrtfRDMN0j,14909,Lindsay Standley,Lindsay Standley,,0
rechIeLAeG0AY6zFc,14909,Bibby F. Hill,Bibby F. Hill,,0
rechMdfBTsAkaoR7P,14909,Ashlynn Meuchel,Ashlynn Meuchel,,0
rechQszLeuxBMYqll,14909,Sven Frei,Sven Frei,,0
rechciBzZWtqtHHZq,14909,Ciaran Flynn,Ciaran Flynn,,0
rechnMyqDMI94XcqU,14909,Jennifer Strickland,Jennifer Strickland,,0
reci3OiwSw0ssqcKI,14909,Terry Gonzalez,Terry Gonzalez,,0
reciFw1xeBgWRjqTt,14909,Natalie Johnson Russell,Natalie Johnson Russell,,0
reciLuEt5I93MQMy9,14909,Brock Clermont,Brock Clermont,,0
reciQqSfWbMiP5zxf,14909,Juan M. Bolanos,Juan M. Bolanos,,0
reciZDolH9q1XcQGD,14909,Diego Bedoya,Diego Bedoya,,0
recj1mtC1YuSuggTF,14909,Cynthia D Mesker,Cynthia D Mesker,,0
recjGahspjyOKdkyr,14909,Carly Tredinnick,Carly Tredinnick,,0
recjYsJmAKVPUAG2i,14909,Luciano Dome,Luciano Dome,,0
recjs9szuz6Ll0w50,14909,Elizabeth Solomon,Elizabeth Solomon,,0
reckdATr2NvXwU0Ah,14909,Davide Troncanetti,Davide Troncanetti,,0
reckwt4VtWr7R1D6A,14909,Annalee Bennett,Annalee Bennett,,0
reckydHWVV9YphkZt,14909,H Dougl Schreiber,H Dougl Schreiber,,0
recl4930Uvn00qNs0,14909,Andres A. Correa,Andres A. Correa,,0
reclHVeeKHQlhkXJF,14909,Robert P. Stucky,Robert P. Stucky,,0
reclcUH7P4ed068kk,14909,Ved Sarma Sarkar,Ved Sarma Sarkar,,0
reclpyjsxImYb6Ul2,14909,Brooke Eddy,Brooke Eddy,,0
reclu4ZfxeCUoDgLA,14909,Juan A. Rodriguez Silva,Juan A. Rodriguez Silva,,0
recmCyrv5t0l7hgsj,14909,Katlynn Butler,Katlynn Butler,,0
recmEHqV9uMzGpVKb,14909,Grace Dreyer,Grace Dreyer,,0
recmTGLWfZLnyH6TK,14909,Ben Taylor,Ben Taylor,,0
recmuuXibSUSiIg5P,14909,Jenelle Branom,Jenelle Branom,,0
recnRRpu2nz5AuBj6,14909,Derek Reed,Derek Reed,,0
recnfUPcKk9Gyyfct,14909,Tara G. Bostwick,Tara G. Bostwick,,0
recngP9BiQZ2G5KZc,14909,Victoria Sheehan,CWF,,1
recnudTKRRkJLGHpL,14909,Julie Burton,CWF,,1
recnutMCbWmttrhyI,14909,Samuel Parot,Samuel Parot,,0
recoD21rUN9Qq4pgV,14909,Ashlee Bond,Ashlee Bond,,0
recoIakTck18pHikM,14909,Antonio J. Martinez,Antonio J. Martinez,,0
recoecRalvylo1ERb,14909,Dennis Mitchell,Dennis Mitchell,,0
recokYiwVzDqI2UFJ,14909,Jessica Leto,Jessica Leto,,0
recotkhuiB65Mp1KD,14909,Pablo J. Barrios,Pablo J. Barrios,,0
recp8AfepuIJngrGM,14909,Debra L. Ward,Debra L. Ward,,0
recpHh1PShXkwhM2V,14909,Leah Lang-Gluscic,Leah Lang-Gluscic,,0
recpwhIril531ls02,14909,Kathryn Delaney,Kathryn Delaney,,0
recq1xhVivniA66Lf,14909,Luis Sabino Goncalves,Luis Sabino Goncalves,,0
recq5CHnS6h3E8w58,14909,Kim E. Burnette,Kim E. Burnette,,0
recqByBk0EpjI9rLn,14909,Spencer Brittan,Spencer Brittan,,0
recqHUJJahci2rF3E,14909,Kimberly S. Maloomian,Kimberly S. Maloomian,,0
recqI6AanH1zv5CGV,14909,Jelmer Hoekstra,Jelmer Hoekstra,,0
recqebjIKM3r0tkep,14909,Stefano Baruzzo,Stefano Baruzzo,,0
recqmThVFmsIM6E8t,14909,Sharn L. Wordley,Sharn L. Wordley,,0
recrRgNvE5RPL730y,14909,Louise Pejstrup,Louise Pejstrup,,0
recrxvCY429zqmage,14909,Javier Camargo,Javier Camargo,,0
recsPLowZbvHYk4Z9,14909,Rileigh Amorginos,Rileigh Amorginos,,0
rect1laGmQRq2wmFo,14909,Anna Christina Gansauer,Anna Christina Gansauer,,0
rect7nOXb9JImTCcP,14909,Dana Ventrice,Dana Ventrice,,0
rectIwXBJfkrEAaOG,14909,Bryce P. Richardson,Bryce P. Richardson,,0
rectbL4oLPTwFxdNp,14909,Heather Dayner,Heather Dayner,,0
rectc0mHofDhAxAVA,14909,Andrew C. Welles,Andrew C. Welles,,0
rectkJACVgE6s05BM,14909,Izabella Mcnerney,Izabella Mcnerney,,0
rectmuBKijy6rE4R4,14909,No Trainer,No Trainer,,0
recu6ryZgZnbr8Vbq,14909,Kris Killam,Kris Killam,,0
recuCa50EnJzLbF6E,14909,Elin Mossberg,Elin Mossberg,,0
recuRmh8EsUEag8cU,14909,Troy Linback,Troy Linback,,0
recuU297BOg1dPG6Q,14909,Chloe D. Reid,Chloe D. Reid,,0
recueBhFGFi7LFglR,14909,Jamie Reinheimer,Jamie Reinheimer,,0
recupQMhsCpx3otEi,14909,Stephen Dicarlo,Stephen Dicarlo,,0
recuv8jdRvTVv1a9Z,14909,Selcuk Koksalan,Selcuk Koksalan,,0
recv85dMm1vEE8kec,14909,Courtney de Hechavarria,Courtney de Hechavarria,,0
recvbfeJr2qBsQo29,14909,Jennifer Tate,Jennifer Tate,,0
recvcVgWYY3shMkZ4,14909,Molly A. Kenney,Molly A. Kenney,,0
recvco5SyVPeCmXTR,14909,Sarah Gordon,Sarah Gordon,,0
recvlKnVrjrfAQE3f,14909,Alyssa Venn,Alyssa Venn,,0
recw2AcufXB3OnYyW,14909,Derek Van Der Burgh,Derek Van Der Burgh,,0
recwFYOP4JHOhB8kQ,14909,Debbie L. Mccarthy-Connor,Debbie L. Mccarthy-Connor,,0
recwGTdczW4oDNNIS,14909,Addison Benio,Addison Benio,,0
recy1KamRqc4HFmiB,14909,Jad Dana,Jad Dana,,0
recz26WUGKrF94984,14909,Gonzalo Guevara,Gonzalo Guevara,,0
recz8qWzDP2cl0zXp,14909,Natalie Geller,Natalie Geller,,0
reczNfVkVVBnpCR5D,14909,Richard A. Spooner,Richard A. Spooner,,0
reczi0OzlF0G0YjBs,14909,Rowan Willis,Rowan Willis,,0
