record_id,show_no,rider,rider_display,tag,active
recB5Plz99xL18UVe,14906,Traci Ribeiro,Traci,,1
recBNTGE25Iu0b3a6,14906,Victoria Free Knott,Victoria,,1
recBNoi4NI4sHMozS,14906,Julianne Lurie,Julianne,,1
recBT5NSSosYjYJEA,14906,Wendy J. Hechler,Wendy,,1
recBVfnQM8nNbbdxu,14906,Andrew C. Welles,Andrew,,1
recBW5fiD0x2A09pZ,14906,Kacey Conway,Kacey,,1
recBiXeZ9sjJZpkqE,14906,Kari Gilley,Kari,,1
recBjI827CmqKZ34c,14906,Chloe Mouton,Chloe,,1
recBsgA1wwnEqhLqK,14906,Lily Niebur,Lily,,1
recBvnLmlMg8sppYy,14906,Randi Callahan,Randi,,1
recC09AfMrEyrk5ms,14906,Juan A. Rodriguez Silva,Juan,,1
recC1iPVmbpbSBj7x,14906,Natalie Johnson Russell,Natalie,,1
recC3p9Pnylt1n6Wr,14906,Caroline Willard Briles,Caroline,,1
recC4avxEI7hGm32h,14906,Kelly Kiser,Kelly,,1
recCA5R1gLJVfkock,14906,Debbie L. Mccarthy-Connor,Debbie,,1
recCGQAHzRxj61j7x,14906,Samantha Fields,Samantha,,1
recCMlq6p9MboaRTk,14906,Emma Reimer,Emma,,1
recCSEBtoiH12jjkL,14906,Marlene Gonzalez,Marlene,,1
recCcq5PlsD69xriP,14906,Cassie Gil,Cassie,,1
recCnv14vIoaimxWs,14906,Ashlynn Meuchel,Ashlynn,,1
recCyC3z96ioVgKzW,14906,Mallory Vale,Mallory,,1
recCzkqiwznIfOd3g,14906,Katherine F. Dewar,Katherine,,1
recD4asSzMCiJoxEc,14906,Taylor Oakvik,Taylor,,1
recDLNYS4jejx7XWt,14906,Matthew Le Master,Matthew,,1
recDgiEEaFBd36p3d,14906,Lainey Posa,Lainey,,1
recDpzt0NNWMYoccN,14906,Izabella Mcnerney,Izabella,,1
recDvQhcGTW6G54Jc,14906,Teresa Pompay,Teresa,,1
recDyFLYrfFkJWmIR,14906,Victoria Rotsaert,Victoria,,1
recEJlwUSbNSsfpy2,14906,Seanna Reser,Seanna,,1
recEQTb1rKMDCNj7U,14906,Bonnie Silver,Bonnie,,1
recER3fldSHgHdZie,14906,Kelly Prather,Kelly,,1
recEbKJxQ8cADfblu,14906,Fabian Herrera,Fabian,,1
recEbcgaKc5Dpkk1Q,14906,Aria Waxman,Aria,,1
recEugMVGmdhgYxSU,14906,Joanne Clemente,Joanne,,1
recF9YT0HjPEeG1TA,14906,Annastasia Valentine,Annastasia,,1
recFAEZkb410RquB4,14906,Sofia Clark,Sofia,,1
recFF5ezULmsdkBPt,14906,Leah Blomquist,Leah,,1
recFFcGmDfwcL61rx,14906,Sara Setian,Sara,,1
recFGOrpqErAQfkOW,14906,Caitlin Maloney,Caitlin,,1
recFJdeuDkXro5LmG,14906,Alberto Sarmiento,Alberto,,1
recFK6T5ZILUn6E1g,14906,Amy Nelson,Amy,,1
recFNH3dlWOMcE4BU,14906,Ruby Lauria,Ruby,,1
recFZeUYjog2WhqRM,14906,Victoria Edwards,Victoria,,1
recFm96WBLydmOKPb,14906,Staisha Connors,Staisha,,1
recFpywyjhA2PMReJ,14906,Megan Charms,Megan,,1
recG8GBXDrqNT5sCX,14906,Lucia Rivas,Lucia,,1
recGRLrIrLGE485c5,14906,Iliana Palumbo,Iliana,,1
recGZEOj52levwJ5z,14906,Gianni Gabrielli,Gianni,,1
recGiSFKDWTwdJoPF,14906,Elizabeth D. Blaisdell,Elizabeth,,1
recGmNTAC24c74vst,14906,Andrea Clark,Andrea,,1
recGuw7QdyWQyTX6q,14906,Libby Woodworth,Libby,,1
recH6EVKjG6HBGt14,14906,Jingxuan Zhou,Jingxuan,,1
recH6p1VUgxnUtntJ,14906,Lucas Garcia,Lucas,,1
recH9akzVEVnBeaLr,14906,Charlotte H. Wiese,Charlotte,,1
recHIRQceipabxP3g,14906,Clementine Lidsky,Clementine,,1
recHQrH3ARzcwckou,14906,Chandler Robinson,Chandler,,1
recHeQeDK4Lzn635W,14906,Carsyn Korotkin,Carsyn,,1
recHemA85CjCUdo0t,14906,Jamie Ricciardi,Jamie,,1
recHgg15iR1gmE3se,14906,Ashley Romano,Ashley,,1
recHmTWBod6JZu0hF,14906,Riley Delbecq,Riley,,1
recHsSjq869gbpIbp,14906,Mia Smith,Mia,,1
recI0ALQRlCHCd046,14906,Emma J Lopez,Emma,,1
recI8AUfFyisPjYuQ,14906,Elisabeth Rotsaert,Elisabeth,,1
recIEWQXASuV2H7Yh,14906,Mike Holtkamp,Mike,,1
recIF0LG8oHnJvWAU,14906,Lesley Grant-Law,Lesley,,1
recILyVkpLmgOfH9F,14906,Audrey Price,Audrey,,1
recIiT6acuIgcj2Mm,14906,Taryn M. Adamy,Taryn,,1
recIksBgzHgeXEK4H,14906,Kamal Gabrie,Kamal,,1
recIvgr2ouqPr2MO5,14906,Sage Bain,Sage,,1
recJA1B7ysTElfU5j,14906,Lanie Nash,Lanie,,1
recJi60YstBWSLuyc,14906,Alicia Taylor,Alicia,,1
recJmjHzdDwvZl5mz,14906,Lauren Balcomb,Lauren,,1
recJtDOkatkQ755LX,14906,Anna Mead,Anna,,1
recJtLdnd1Pye7RNU,14906,Autumn Farr,Autumn,,1
recJuaov51EBccleb,14906,Fallon Badini,Fallon,,1
recK2pLt58HPpPYET,14906,Luis Sabino Goncalves,Luis,,1
recK4EsxpaJjX3LUB,14906,Grayson Moore,Grayson,,1
recK9lW7nTdieDMhe,14906,Kennedy Kluber,Kennedy,,1
recKRoIduTxw8DsFS,14906,Addison Fulbright,Addison,,1
recKSFffAB38A7Qc7,14906,Andras Szieberth,Andras,,1
recKTcsZ4zpTvlcB3,14906,Maria Ospina,Maria,,1
recKaccadK6FZieQl,14906,DRAG BREAK,DRAG,,1
recKcvl4bqHepAxuo,14906,Aidan Murphy,Aidan,,1
recKdlBZESMpynqTs,14906,Asuni Zamudio,Asuni,,1
recKe0fEOC2617vU1,14906,Daniela Pulgar,Daniela,,1
recKyS0g5eEgkhboQ,14906,Jake Evans,Jake,,1
recL4pj1n339zhgHs,14906,Jennifer Strickland,Jennifer,,1
recL7ukkyjSp9ZHvs,14906,Ellham Memari,Ellham,,1
recLDDDVjl8UWm6VT,14906,Amanda Gardiner,Amanda,,1
recLEG9lIoQdlLyaD,14906,Erica Robson,Erica,,1
recLFMHh1Qpy7gpgf,14906,Hayley G. Waters Wear,Hayley,,1
recLNTfb8hDjb4veq,14906,Spencer Brittan,Spencer,,1
recLP6sOdNoKo8Xxd,14906,Madelyn Stillwell,Madelyn,,1
recLPd8U60MI5DjCy,14906,Zeynep Mira Ozyurt,Zeynep,,1
recLfxbxgtscXLGFT,14906,Sabrina Lefebvre,Sabrina,,1
recLrKVLwt2RR3Tbg,14906,Bruno Diniz Das Neves,Bruno,,1
recLyTrE6tVxN0uIu,14906,Tracy Fenney,Tracy,,1
recM7ioOHefDmEAqq,14906,Heather Froehlich Cortell,Heather,,1
recM7mIEX7KrsLZpU,14906,Kayla Singh,Kayla,,1
recMPbYmzweoEuQZw,14906,Emily Plante,Emily,,1
recMU6VojE1ZcAXyd,14906,Sophia Oosthuizen,Sophia,,1
recMVQ94M8BVWywgu,14906,Mya Carrico,Mya,,1
recMifDCMUrKBbuO5,14906,Jane C. Ehrhart,Jane,,1
recMy5T1t0dArdrEM,14906,Kennedy Morrison,Kennedy,,1
recMzk8ShOgT6gTZr,14906,Carlota Goyeneche,Carlota,,1
recN6EWy3cICz9L58,14906,Cullen Drescher,Cullen,,1
recNBQyuhKbs4KSEm,14906,Suzanne Burns,Suzanne,,1
recNZdF2y3UymF3hZ,14906,Megan Wexler,Megan,,1
recNirM4RHUlZhnbx,14906,Alexandria Beneson,Alexandria,,1
recNl2xmTcpi4Qutb,14906,Amanda Majewski,Amanda,,1
recNlymSrDpNu9n0h,14906,Jenna P. Friedman-Lopez,Jenna,,1
recNn7KbaFwOOFbYW,14906,Jamie Reinheimer,Jamie,,1
recNxwU3qLAqtCJos,14906,Lauren Schweppe,Lauren,,1
recNzSUHTpZtd7NWZ,14906,Casey M. Millis,Casey,,1
recOGT7wK06oAdsHU,14906,Janie Stevenson,Janie,,1
recONcc9Y1eFbsIqb,14906,Côme Bettant,Côme,,1
recOYADvDrfdlL1bZ,14906,Scarlett Hamaoui,Scarlett,,1
recOa9hAA7Il6GJF2,14906,Morgan Daly,Morgan,,1
recOh2Fao2Dj2qlPT,14906,Debra L. Ward,Debra,,1
recOkGkqEmmFznq4k,14906,Miranda Gabrielli,Miranda,,1
recP43wcoh66HhylY,14906,Adrianna Schneider,Adrianna,,1
recPB7WI5VyV8QMB2,14906,Katlynn Butler,Katlynn,,1
recPFYBgAHsC0RKNr,14906,H Douglas Schreiber,H,,1
recPFqrG7eCkbV1oV,14906,Camille Pacheco,Camille,,1
recPGJTiI6K3uYwx2,14906,Dominique Gonzalez,Dominique,,1
recPIeLFekmtztRSS,14906,Sharon S. Maloney,Sharon,,1
recPKZKemiflnx7tw,14906,Kimberly Tobias,Kimberly,,1
recPMAhk7mQkCWVJk,14906,Josh Dolan,Josh,,1
recPQoiV65KHQ45rz,14906,Christina Faninger,Christina,,1
recPQsoqkap3XkAa0,14906,Shiloh Roseboom,Shiloh,,1
recPXdNTrV4Jh4bzw,14906,Xavier Gomez,Xavier,,1
recPdCUxo8dHxOsst,14906,Sienna Jones,Sienna,,1
recPeGkEKhaTp6cBV,14906,Sebastian Presa Tejada,Sebastian,,1
recPg8rVHALW0MdJX,14906,Andrea Correa,Andrea,,1
recPhhmTvRfqCQMot,14906,Jenelle Branom,Jenelle,,1
recPnQqnbJEkMT3dY,14906,Robert Blanchette,Robert,,1
recPq12kGtlUnKNeW,14906,Maya Allhusen,Maya,,1
recPssTPHylHZbouQ,14906,Amanda Cabel,Amanda,,1
recPtl3r1mpHxJ3g7,14906,Ali Arbabi,Ali,,1
recQ8qRBqfZBiXcsy,14906,Dakota Sheikh,Dakota,,1
recQQrPH3WjlKE04C,14906,Ella Clark,Ella,,1
recQVrVcnghBYOhLX,14906,Brinley Farr,Brinley,,1
recQXT3tHMHJl4tss,14906,Mckenzie Miller,Mckenzie,,1
recQtl36CipbQcEZ6,14906,Joy Rollefson,Joy,,1
recR15trSJEmLl1BW,14906,Sophia Ayers,Sophia,,1
recR2Qqw14ekrhhEb,14906,Reagan Williams,Reagan,,1
recRIMcTnKFY5QT1D,14906,Alexandra Stauffer,Alexandra,,1
recRLAErJt0gGFTo1,14906,Luke Sassi,Luke,,1
recRU1Mej9Bok2L0a,14906,Averie Foss,Averie,,1
recRZ3xBHi6OjRlHK,14906,Kendall Stephens,Kendall,,1
recRc1almev7LLLEO,14906,Ella Sasso,Ella,,1
recRqmqFiWa1SNEQF,14906,Felicia Rodgers,Felicia,,1
recRtC0F3ysCyAaTr,14906,Leslie Law,Leslie,,1
recRwKQn4Cpl8Zqzz,14906,Emery Kobel,Emery,,1
recS7xRIWP2pzZCg3,14906,Melanie Mendoza,Melanie,,1
recSjgiaxtLvji5uq,14906,Raquel V Toro,Raquel,,1
recSlmjMGDyanRxR7,14906,Juliane Stephan,Juliane,,1
recSpZwBDTYVDdVOK,14906,Peyton Krumin,Peyton,,1
recStDHonwdQtwWja,14906,Ivy Nyberg,Ivy,,1
recSwYgVxYeWHJAvI,14906,Hanna Pieri,Hanna,,1
recT4DmfdKkyGN2BH,14906,Maya Fischl,Maya,,1
recT9NpDNfSMhikLG,14906,Juan E. Hidalgo,Juan,,1
recTCvI0mQz6rAjWg,14906,Ben Taylor,Ben,,1
recTDMo7hqCpuyKDo,14906,Robert Mendoza,Robert,,1
recTHJagHE9Q3tPsI,14906,Alexa Riccio,Alexa,,1
recTbPPrT5MS4uV32,14906,Savannah Groselle,Savannah,,1
recTf0sGZjMph4C5x,14906,Devin A. Seek,Devin,,1
recTzVdXN2lQX7IZJ,14906,Lenir Perez,Lenir,,1
recUFm6Wapo7Qrf6n,14906,Molly Frei,Molly,,1
recUMVpOTXnrfo6VI,14906,Jacob Fletcher,Jacob,,1
recUMvSAuUWgkBqLP,14906,Alise Carrico,Alise,,1
recUXk1rCTBLl3j4S,14906,Samuel Parot,Samuel,,1
recUgFp1uT5JPlHTn,14906,Alexandra Welles,Alexandra,,1
recUp0PuFTPxVBAqS,14906,Ariana Zuccolotto,Ariana,,1
recUwNcxdLMqUK3KT,14906,Anthony Sauriol,Anthony,,1
recV9LW30IW7R1YBf,14906,Ella Saidi,Ella,,1
recV9LcVTEC4F1lFv,14906,Lynn Yoos,Lynn,,1
recVEALy4YPkqWZIK,14906,Jacqueline Steffens Daly,Jacqueline,,1
recVKO2NQO19jKTke,14906,Ryan Baldwin,Ryan,,1
recVqgz5Pcd0lDWMD,14906,Helen Goddard,Helen,,1
recVyFnsCEnBxwmHx,14906,Nicole Schulze,Nicole,,1
recW2UNuebpQOcSsH,14906,Gabriella Savettiere,Gabriella,,1
recW5RVnDW4GorcuS,14906,Ashlee Bond,Ashlee,,1
recW5c6UYARQVomg8,14906,Riley Hilliard,Riley,,1
recWbZukYiZRz2KJD,14906,Elizabeth Schumann,Elizabeth,,1
recWfvZLKxCuHjeU8,14906,Kendall Bland,Kendall,,1
recWgnylWhkmIDhco,14906,Jamie Alnwick,Jamie,,1
recWvS6hQL8R9Smz1,14906,Stella Hartman,Stella,,1
recX08ZCdFPtFNJCN,14906,Bay Hammer,Bay,,1
recXJhirTRueJMKgU,14906,Samantha Schulze,Samantha,,1
recXL6ewYYdPAwYVU,14906,Samantha Brooks,Samantha,,1
recXSff0neRglrRwx,14906,Clara Vidal,Clara,,1
recXe7Px1s1mT5The,14906,Olivia Mcginnis,Olivia,,1
recXig31jQJbwJJlg,14906,Kristina Photakis,Kristina,,1
recXjKxdNF0lGEVIK,14906,Estefania Lee,Estefania,,1
recXmEN1YTg2iS1Mk,14906,Alyssa Padlo,Alyssa,,1
recXpyTqK11X414vG,14906,Annie Cooper,Annie,,1
recY69naIWJFUyAd2,14906,Leslie Taylor,Leslie,,1
recY8O6Lce7YtfvQI,14906,Paige Figueiredo Agrawal,Paige,,1
recY8qeRhWAe7RPzG,14906,Mckenzie Badley,Mckenzie,,1
recYAMMYSikFNZf1a,14906,Jordan Petersen,Jordan,,1
recYDYpVKNJFGCcQZ,14906,Danielle Guy,Danielle,,1
recYJZyUDcjmGTPUE,14906,Cormac Hanley,Cormac,,1
recYVfznfD87EnNds,14906,River A. Wylde,River,,1
recYfk01EegWuH04x,14906,Lynde Johnson,Lynde,,1
recYnDaBSRGGCe3PR,14906,Juan Carlos Arriaga Radilla,Juan,,1
recYuW2sDtfJ70Oph,14906,Camille Maynard,Camille,,1
recYuZ7hB1tbpgznK,14906,Aurora R. Rangel De Alba,Aurora,,1
recYxSrzV8TEJcBWx,14906,Sophie Heap,Sophie,,1
recYydYY39G3BcGLd,14906,Mario Garcia,Mario,,1
recZ2J6OAJ9QD4wY1,14906,Soleil Katsur,Soleil,,1
recZ5EwnPE36HTiXi,14906,Georgia Bouzaid,Georgia,,1
recZ5wzygnW42KQVr,14906,Lizabeth Perez-Pascual,Lizabeth,,1
recZ6bukRuLkzx7R1,14906,Michelle Lin,Michelle,,1
recZCGuytgOV0ElOg,14906,Emily Mckendry,Emily,,1
recZCyDovHC8Skku3,14906,Cyril Chatel,Cyril,,1
recZSuImgt5CS4NOz,14906,Joan V. Ehrhart,Joan,,1
recZTikiJFTplPVMn,14906,Piper Wise,Piper,,1
recZVjIZbv3aB4HuP,14906,Gia Pallitto,Gia,,1
recZYpUo2wQDeHdRc,14906,Heather Farmer,Heather,,1
recZe5YwA2cdOJKps,14906,Gabriela Juron,Gabriela,,1
recZfCUedmN6e4tva,14906,Harper Conway,Harper,,1
recZv0Kz1HlCWvWvz,14906,Lindsay Haselden,Lindsay,,1
recZvQD6Y4wJKPe7F,14906,Paul O'Shea,Paul,,1
recZzmxP8vC1h4Ixu,14906,Joshua Tabor,Joshua,,1
reca28cCzi6t0iAKS,14906,Diego Farje,Diego,,1
reca7yiYzxQ3gtYWo,14906,Naomi Selleck,Naomi,,1
recaKiCcAz57uZZru,14906,Hanna R. Egan,Hanna,,1
recaRgvYZE0TBZ6VR,14906,Reagan Brown,Reagan,,1
recaUkMVVwrXgrWQQ,14906,Angelina M Palmeri,Angelina,,1
recaYewbSiDYrXT7p,14906,Annabelle Poirier,Annabelle,,1
recaZx28r0BSMxn0j,14906,Declan Egan,Declan,,1
recandUNivppmOwX6,14906,Sarah Callahan,Sarah,,1
recb1rMqysX4FAaMx,14906,John Michael Durr,John,,1
recbEm8GGmws15KlY,14906,Jeannie M. Savegnago,Jeannie,,1
recbFJhHS5IlTuTPc,14906,Zara Adnams,Zara,,1
recbIEV5U9qm9h3iA,14906,Estefania Navarro,Estefania,,1
recbM07wfCfOR7Orx,14906,Brooklyn Delgado,Brooklyn,,1
recbTZTntK2RVTp2c,14906,Aria Collins,Aria,,1
recbYvaGOoKCR5aok,14906,Campbell Cobb,Campbell,,1
recbrgeNFLBoH10vu,14906,Jesus A. Rigu,Jesus,,1
recc4s9XxQqAv1rup,14906,Jelmer Hoekstra,Jelmer,,1
reccSzGDIKf9DLzAW,14906,Alyssa Pascucci,Alyssa,,1
reccdMY4DqXa2MtUK,14906,Maria Pantaliao,Maria,,1
recchBHYpfx21fK86,14906,Sara Lent,Sara,,1
recchSR2cIrnif7YT,14906,Kole Floyd,Kole,,1
recckz3rNTMAJcTAb,14906,Emerson Ritter,Emerson,,1
reccwHv3NHXUKADE0,14906,Taylor Finkle,Taylor,,1
recd1WEHiwAp0241z,14906,Ashley Ann McGehee,Ashley,,1
recdjhwbi07xAvBjH,14906,Peyton Villalona,Peyton,,1
recdsjuMklF5j8vEb,14906,Noemi Varela,Noemi,,1
recduOMJhv4KgHjFF,14906,Megan Gardiner,Megan,,1
rece7037Ou7CmZJQD,14906,Henley Fletcher,Henley,,1
rece86WN8FUEah4HY,14906,Olivia Planer,Olivia,,1
receBFuBzYlXyUiqp,14906,Julia Worden,Julia,,1
rececJFgkUViuuW0F,14906,Tanner Korotkin,Tanner,,1
receh6wzaOvbbOtxr,14906,Simon Arango,Simon,,1
recejsmKqHfknNq9t,14906,Allison Beck,Allison,,1
recenZm3fZa4dmtCi,14906,H Dougl Schreiber,H,,1
recesupg2Pf1wqO3M,14906,Emily Kowit,Emily,,1
receuTpQmC2SBCNfl,14906,Tatjana Almeida,Tatjana,,1
recf8UPoJAute0lLH,14906,Nora Nauss,Nora,,1
recfFEe6i6PAEJnMn,14906,Taylor St Jacques,Taylor,,1
recfX9tkRPqafsgqM,14906,Madelyn Oster,Madelyn,,1
